relationship_id,case_id,source_entity_id,source_entity_type,relationship_type,target_entity_id,target_entity_type,start_time,end_time,confidence,source_document_id,verified,verification_status
REL0095589,C002534,C002534,Case,HAS_EVIDENCE,EVD0005239,Evidence,2024-01-05 15:02:45,,0.985,,true,Verified
REL0095590,C003606,C003606,Case,HAS_EVIDENCE,EVD0007620,Evidence,2023-02-26 04:15:47,,0.93,,false,Review Required
REL0095591,C009465,C009465,Case,HAS_EVIDENCE,EVD0001748,Evidence,2022-01-14 00:33:16,,0.937,,false,Review Required
REL0095592,C007030,C007030,Case,HAS_EVIDENCE,EVD0006892,Evidence,2022-08-15 01:58:09,,0.964,,true,Verified
REL0095593,C005641,C005641,Case,HAS_EVIDENCE,EVD0004070,Evidence,2022-09-07 20:09:46,,0.927,,false,Review Required
REL0095594,C001725,C001725,Case,HAS_EVIDENCE,EVD0006730,Evidence,2020-11-01 20:18:19,,0.952,,true,Verified
REL0095595,C003513,C003513,Case,HAS_EVIDENCE,EVD0005768,Evidence,2025-06-02 02:35:48,,0.941,,false,Review Required
REL0095596,C002790,C002790,Case,HAS_EVIDENCE,EVD0004980,Evidence,2023-09-10 19:10:13,,0.921,,false,Review Required
REL0095597,C000629,C000629,Case,HAS_EVIDENCE,EVD0002799,Evidence,2024-10-12 06:22:28,,0.989,,true,Verified
REL0095598,C006095,C006095,Case,HAS_EVIDENCE,EVD0005303,Evidence,2019-01-03 12:22:49,,0.916,,false,Review Required
REL0095599,C006560,C006560,Case,HAS_EVIDENCE,EVD0008469,Evidence,2024-01-23 11:01:23,,0.925,,false,Review Required
REL0095600,C005520,C005520,Case,HAS_EVIDENCE,EVD0009792,Evidence,2019-03-28 16:40:38,,0.915,,false,Review Required
REL0095601,C002284,C002284,Case,HAS_EVIDENCE,EVD0009623,Evidence,2025-12-05 12:23:08,,0.9,,false,Review Required
REL0095602,C002385,C002385,Case,HAS_EVIDENCE,EVD0006374,Evidence,2026-02-21 07:12:24,,0.915,,false,Review Required
REL0095603,C009749,C009749,Case,HAS_EVIDENCE,EVD0005353,Evidence,2023-02-24 02:45:18,,0.918,,false,Review Required
REL0095604,C005752,C005752,Case,HAS_EVIDENCE,EVD0008044,Evidence,2024-09-18 11:44:46,,0.969,,true,Verified
REL0095605,C005536,C005536,Case,HAS_EVIDENCE,EVD0001221,Evidence,2019-11-22 11:51:19,,0.979,,true,Verified
REL0095606,C007956,C007956,Case,HAS_EVIDENCE,EVD0001706,Evidence,2019-01-13 12:43:20,,0.955,,true,Verified
REL0095607,C005179,C005179,Case,HAS_EVIDENCE,EVD0009784,Evidence,2023-01-06 11:44:53,,0.912,,false,Review Required
REL0095608,C006697,C006697,Case,HAS_EVIDENCE,EVD0004899,Evidence,2024-08-26 19:18:41,,0.986,,true,Verified
REL0095609,C007126,C007126,Case,HAS_EVIDENCE,EVD0005910,Evidence,2020-11-16 14:25:56,,0.922,,false,Review Required
REL0095610,C001721,C001721,Case,HAS_EVIDENCE,EVD0008032,Evidence,2025-03-31 03:12:45,,0.923,,false,Review Required
REL0095611,C005971,C005971,Case,HAS_EVIDENCE,EVD0005386,Evidence,2025-05-03 12:29:56,,0.944,,false,Review Required
REL0095612,C002822,C002822,Case,HAS_EVIDENCE,EVD0008351,Evidence,2024-07-08 03:27:44,,0.931,,false,Review Required
REL0095613,C008405,C008405,Case,HAS_EVIDENCE,EVD0007362,Evidence,2025-05-22 11:03:37,,0.981,,true,Verified
REL0095614,C001857,C001857,Case,HAS_EVIDENCE,EVD0000722,Evidence,2025-01-15 15:23:18,,0.948,,false,Review Required
REL0095615,C009203,C009203,Case,HAS_EVIDENCE,EVD0000314,Evidence,2020-09-25 07:59:29,,0.929,,false,Review Required
REL0095616,C004580,C004580,Case,HAS_EVIDENCE,EVD0009507,Evidence,2025-12-23 07:42:36,,0.955,,true,Verified
REL0095617,C004600,C004600,Case,HAS_EVIDENCE,EVD0008924,Evidence,2024-10-03 01:44:44,,0.942,,false,Review Required
REL0095618,C001444,C001444,Case,HAS_EVIDENCE,EVD0008320,Evidence,2022-08-09 01:46:59,,0.941,,false,Review Required
REL0095619,C007983,C007983,Case,HAS_EVIDENCE,EVD0004515,Evidence,2026-05-09 23:21:22,,0.928,,false,Review Required
REL0095620,C009180,C009180,Case,HAS_EVIDENCE,EVD0002219,Evidence,2023-08-30 19:32:18,,0.978,,true,Verified
REL0095621,C009113,C009113,Case,HAS_EVIDENCE,EVD0003860,Evidence,2025-08-03 19:01:44,,0.929,,false,Review Required
REL0095622,C005865,C005865,Case,HAS_EVIDENCE,EVD0006550,Evidence,2025-04-02 19:21:35,,0.924,,false,Review Required
REL0095623,C004202,C004202,Case,HAS_EVIDENCE,EVD0005085,Evidence,2024-11-04 19:49:06,,0.985,,true,Verified
REL0095624,C003559,C003559,Case,HAS_EVIDENCE,EVD0004395,Evidence,2024-12-03 12:48:29,,0.982,,true,Verified
REL0095625,C002059,C002059,Case,HAS_EVIDENCE,EVD0009346,Evidence,2019-10-29 04:48:25,,0.933,,false,Review Required
REL0095626,C004115,C004115,Case,HAS_EVIDENCE,EVD0007645,Evidence,2022-08-28 23:44:46,,0.906,,false,Review Required
REL0095627,C005161,C005161,Case,HAS_EVIDENCE,EVD0003075,Evidence,2023-06-14 01:42:52,,0.901,,false,Review Required
REL0095628,C003084,C003084,Case,HAS_EVIDENCE,EVD0006278,Evidence,2020-03-12 00:28:03,,0.932,,false,Review Required
REL0095629,C007183,C007183,Case,HAS_EVIDENCE,EVD0002928,Evidence,2022-01-07 22:12:20,,0.929,,false,Review Required
REL0095630,C008538,C008538,Case,HAS_EVIDENCE,EVD0002390,Evidence,2019-01-01 11:43:25,,0.953,,true,Verified
REL0095631,C003171,C003171,Case,HAS_EVIDENCE,EVD0004441,Evidence,2023-06-26 16:27:16,,0.95,,true,Verified
REL0095632,C002579,C002579,Case,HAS_EVIDENCE,EVD0000504,Evidence,2025-06-30 22:43:08,,0.931,,false,Review Required
REL0095633,C006637,C006637,Case,HAS_EVIDENCE,EVD0005624,Evidence,2021-05-10 18:20:41,,0.964,,true,Verified
REL0095634,C009934,C009934,Case,HAS_EVIDENCE,EVD0005743,Evidence,2022-05-10 06:37:04,,0.904,,false,Review Required
REL0095635,C006880,C006880,Case,HAS_EVIDENCE,EVD0007132,Evidence,2024-07-09 22:34:17,,0.959,,true,Verified
REL0095636,C009441,C009441,Case,HAS_EVIDENCE,EVD0008388,Evidence,2025-02-22 03:29:39,,0.953,,true,Verified
REL0095637,C004058,C004058,Case,HAS_EVIDENCE,EVD0000422,Evidence,2020-05-05 13:49:57,,0.963,,true,Verified
REL0095638,C006875,C006875,Case,HAS_EVIDENCE,EVD0008653,Evidence,2023-08-15 18:57:26,,0.902,,false,Review Required
REL0095639,C004818,C004818,Case,HAS_EVIDENCE,EVD0009462,Evidence,2019-01-02 17:36:17,,0.962,,true,Verified
REL0095640,C004749,C004749,Case,HAS_EVIDENCE,EVD0007074,Evidence,2025-04-23 22:45:14,,0.92,,false,Review Required
REL0095641,C006001,C006001,Case,HAS_EVIDENCE,EVD0004097,Evidence,2022-12-29 12:18:48,,0.985,,true,Verified
REL0095642,C003963,C003963,Case,HAS_EVIDENCE,EVD0003777,Evidence,2024-06-15 10:31:29,,0.951,,true,Verified
REL0095643,C002115,C002115,Case,HAS_EVIDENCE,EVD0003258,Evidence,2023-12-28 22:16:39,,0.952,,true,Verified
REL0095644,C001069,C001069,Case,HAS_EVIDENCE,EVD0002503,Evidence,2020-02-07 00:57:56,,0.952,,true,Verified
REL0095645,C009527,C009527,Case,HAS_EVIDENCE,EVD0002982,Evidence,2023-09-30 08:12:00,,0.953,,true,Verified
REL0095646,C002504,C002504,Case,HAS_EVIDENCE,EVD0005948,Evidence,2025-09-22 05:36:30,,0.959,,true,Verified
REL0095647,C000732,C000732,Case,HAS_EVIDENCE,EVD0008743,Evidence,2021-05-25 06:48:26,,0.908,,false,Review Required
REL0095648,C009393,C009393,Case,HAS_EVIDENCE,EVD0009004,Evidence,2025-09-26 19:32:11,,0.933,,false,Review Required
REL0095649,C004872,C004872,Case,HAS_EVIDENCE,EVD0004110,Evidence,2021-10-03 01:26:12,,0.981,,true,Verified
REL0095650,C000288,C000288,Case,HAS_EVIDENCE,EVD0001212,Evidence,2020-04-10 07:24:23,,0.902,,false,Review Required
REL0095651,C002098,C002098,Case,HAS_EVIDENCE,EVD0005125,Evidence,2021-06-21 14:40:29,,0.901,,false,Review Required
REL0095652,C000849,C000849,Case,HAS_EVIDENCE,EVD0003460,Evidence,2024-02-05 08:28:51,,0.957,,true,Verified
REL0095653,C006373,C006373,Case,HAS_EVIDENCE,EVD0004233,Evidence,2022-02-28 15:48:44,,0.971,,true,Verified
REL0095654,C000475,C000475,Case,HAS_EVIDENCE,EVD0001088,Evidence,2026-04-11 08:20:02,,0.967,,true,Verified
REL0095655,C003509,C003509,Case,HAS_EVIDENCE,EVD0009184,Evidence,2026-06-15 06:40:04,,0.919,,false,Review Required
REL0095656,C004851,C004851,Case,HAS_EVIDENCE,EVD0002426,Evidence,2025-06-29 08:55:10,,0.935,,false,Review Required
REL0095657,C008980,C008980,Case,HAS_EVIDENCE,EVD0009999,Evidence,2022-02-06 08:59:52,,0.945,,false,Review Required
REL0095658,C000483,C000483,Case,HAS_EVIDENCE,EVD0004880,Evidence,2022-06-22 03:40:05,,0.911,,false,Review Required
REL0095659,C003307,C003307,Case,HAS_EVIDENCE,EVD0002470,Evidence,2024-01-28 08:56:31,,0.912,,false,Review Required
REL0095660,C002200,C002200,Case,HAS_EVIDENCE,EVD0009100,Evidence,2019-07-18 02:15:04,,0.95,,true,Verified
REL0095661,C009494,C009494,Case,HAS_EVIDENCE,EVD0007702,Evidence,2022-06-15 23:55:14,,0.968,,true,Verified
REL0095662,C003356,C003356,Case,HAS_EVIDENCE,EVD0009485,Evidence,2020-03-09 03:22:54,,0.963,,true,Verified
REL0095663,C007827,C007827,Case,HAS_EVIDENCE,EVD0009768,Evidence,2021-02-07 03:11:56,,0.979,,true,Verified
REL0095664,C008585,C008585,Case,HAS_EVIDENCE,EVD0006659,Evidence,2024-09-22 19:04:33,,0.933,,false,Review Required
REL0095665,C007330,C007330,Case,HAS_EVIDENCE,EVD0003327,Evidence,2023-05-19 08:36:27,,0.976,,true,Verified
REL0095666,C004399,C004399,Case,HAS_EVIDENCE,EVD0001968,Evidence,2024-11-21 23:13:53,,0.917,,false,Review Required
REL0095667,C008050,C008050,Case,HAS_EVIDENCE,EVD0001340,Evidence,2022-03-25 22:47:24,,0.976,,true,Verified
REL0095668,C007590,C007590,Case,HAS_EVIDENCE,EVD0005821,Evidence,2025-09-13 18:45:45,,0.965,,true,Verified
REL0095669,C005497,C005497,Case,HAS_EVIDENCE,EVD0001132,Evidence,2020-02-24 04:09:29,,0.91,,false,Review Required
REL0095670,C007651,C007651,Case,HAS_EVIDENCE,EVD0006993,Evidence,2021-03-14 05:06:00,,0.908,,false,Review Required
REL0095671,C004450,C004450,Case,HAS_EVIDENCE,EVD0003334,Evidence,2024-04-02 04:10:05,,0.973,,true,Verified
REL0095672,C005479,C005479,Case,HAS_EVIDENCE,EVD0007835,Evidence,2023-12-12 00:45:29,,0.902,,false,Review Required
REL0095673,C004313,C004313,Case,HAS_EVIDENCE,EVD0009543,Evidence,2020-05-13 23:37:21,,0.976,,true,Verified
REL0095674,C003523,C003523,Case,HAS_EVIDENCE,EVD0002082,Evidence,2026-07-23 17:36:30,,0.928,,false,Review Required
REL0095675,C003603,C003603,Case,HAS_EVIDENCE,EVD0009524,Evidence,2023-10-25 01:23:29,,0.949,,false,Review Required
REL0095676,C001094,C001094,Case,HAS_EVIDENCE,EVD0003486,Evidence,2020-07-25 17:37:06,,0.928,,false,Review Required
REL0095677,C001182,C001182,Case,HAS_EVIDENCE,EVD0009608,Evidence,2020-01-10 19:40:40,,0.976,,true,Verified
REL0095678,C008795,C008795,Case,HAS_EVIDENCE,EVD0002255,Evidence,2023-08-05 03:38:43,,0.986,,true,Verified
REL0095679,C003657,C003657,Case,HAS_EVIDENCE,EVD0001601,Evidence,2020-04-30 08:38:31,,0.946,,false,Review Required
REL0095680,C007755,C007755,Case,HAS_EVIDENCE,EVD0009176,Evidence,2023-10-15 19:50:29,,0.939,,false,Review Required
REL0095681,C008257,C008257,Case,HAS_EVIDENCE,EVD0001648,Evidence,2023-02-19 09:38:47,,0.984,,true,Verified
REL0095682,C008793,C008793,Case,HAS_EVIDENCE,EVD0004562,Evidence,2020-09-03 01:31:43,,0.973,,true,Verified
REL0095683,C001994,C001994,Case,HAS_EVIDENCE,EVD0009519,Evidence,2019-04-16 05:48:33,,0.923,,false,Review Required
REL0095684,C003082,C003082,Case,HAS_EVIDENCE,EVD0002380,Evidence,2024-05-15 13:28:45,,0.931,,false,Review Required
REL0095685,C002403,C002403,Case,HAS_EVIDENCE,EVD0007083,Evidence,2019-02-01 07:52:32,,0.977,,true,Verified
REL0095686,C002423,C002423,Case,HAS_EVIDENCE,EVD0003242,Evidence,2022-03-15 18:46:16,,0.99,,true,Verified
REL0095687,C009805,C009805,Case,HAS_EVIDENCE,EVD0006336,Evidence,2021-07-29 03:21:05,,0.942,,false,Review Required
REL0095688,C000425,C000425,Case,HAS_EVIDENCE,EVD0004801,Evidence,2026-01-12 15:06:32,,0.913,,false,Review Required
REL0095689,C007621,C007621,Case,HAS_EVIDENCE,EVD0001631,Evidence,2025-09-22 15:26:58,,0.922,,false,Review Required
REL0095690,C008016,C008016,Case,HAS_EVIDENCE,EVD0005869,Evidence,2022-09-14 06:06:43,,0.945,,false,Review Required
REL0095691,C002147,C002147,Case,HAS_EVIDENCE,EVD0006096,Evidence,2019-07-25 11:38:37,,0.926,,false,Review Required
REL0095692,C002117,C002117,Case,HAS_EVIDENCE,EVD0004487,Evidence,2019-02-12 10:01:28,,0.944,,false,Review Required
REL0095693,C001098,C001098,Case,HAS_EVIDENCE,EVD0000891,Evidence,2019-02-19 05:00:26,,0.972,,true,Verified
REL0095694,C006892,C006892,Case,HAS_EVIDENCE,EVD0005206,Evidence,2020-12-11 11:09:23,,0.939,,false,Review Required
REL0095695,C005527,C005527,Case,HAS_EVIDENCE,EVD0003917,Evidence,2026-02-10 02:05:45,,0.92,,false,Review Required
REL0095696,C003603,C003603,Case,HAS_EVIDENCE,EVD0009524,Evidence,2023-10-25 01:23:29,,0.958,,true,Verified
REL0095697,C004275,C004275,Case,HAS_EVIDENCE,EVD0003610,Evidence,2020-08-12 09:25:47,,0.98,,true,Verified
REL0095698,C009433,C009433,Case,HAS_EVIDENCE,EVD0000889,Evidence,2022-04-19 07:57:38,,0.915,,false,Review Required
REL0095699,C007820,C007820,Case,HAS_EVIDENCE,EVD0006711,Evidence,2025-06-07 22:03:37,,0.989,,true,Verified
REL0095700,C008269,C008269,Case,HAS_EVIDENCE,EVD0009196,Evidence,2021-05-11 15:15:30,,0.968,,true,Verified
REL0095701,C007881,C007881,Case,HAS_EVIDENCE,EVD0006056,Evidence,2022-02-11 01:36:16,,0.928,,false,Review Required
REL0095702,C006722,C006722,Case,HAS_EVIDENCE,EVD0002421,Evidence,2026-05-18 02:22:37,,0.922,,false,Review Required
REL0095703,C001428,C001428,Case,HAS_EVIDENCE,EVD0004755,Evidence,2022-06-09 00:23:24,,0.93,,false,Review Required
REL0095704,C002183,C002183,Case,HAS_EVIDENCE,EVD0007892,Evidence,2021-06-28 09:49:20,,0.954,,true,Verified
REL0095705,C008131,C008131,Case,HAS_EVIDENCE,EVD0004367,Evidence,2023-01-16 20:50:09,,0.938,,false,Review Required
REL0095706,C004396,C004396,Case,HAS_EVIDENCE,EVD0008803,Evidence,2022-01-17 13:19:06,,0.91,,false,Review Required
REL0095707,C009312,C009312,Case,HAS_EVIDENCE,EVD0008274,Evidence,2024-07-15 12:09:35,,0.91,,false,Review Required
REL0095708,C000613,C000613,Case,HAS_EVIDENCE,EVD0004615,Evidence,2026-03-02 11:44:52,,0.923,,false,Review Required
REL0095709,C002924,C002924,Case,HAS_EVIDENCE,EVD0002609,Evidence,2023-08-23 07:05:30,,0.988,,true,Verified
REL0095710,C001759,C001759,Case,HAS_EVIDENCE,EVD0008899,Evidence,2023-09-13 09:57:07,,0.966,,true,Verified
REL0095711,C004122,C004122,Case,HAS_EVIDENCE,EVD0005212,Evidence,2024-07-12 06:39:02,,0.977,,true,Verified
REL0095712,C003027,C003027,Case,HAS_EVIDENCE,EVD0007182,Evidence,2023-11-26 05:59:09,,0.972,,true,Verified
REL0095713,C001644,C001644,Case,HAS_EVIDENCE,EVD0003569,Evidence,2019-11-30 06:11:14,,0.912,,false,Review Required
REL0095714,C009789,C009789,Case,HAS_EVIDENCE,EVD0005016,Evidence,2025-09-13 06:43:00,,0.936,,false,Review Required
REL0095715,C005327,C005327,Case,HAS_EVIDENCE,EVD0001116,Evidence,2024-11-13 12:25:00,,0.901,,false,Review Required
REL0095716,C004017,C004017,Case,HAS_EVIDENCE,EVD0003734,Evidence,2020-11-12 00:14:41,,0.946,,false,Review Required
REL0095717,C001126,C001126,Case,HAS_EVIDENCE,EVD0004431,Evidence,2024-03-28 07:24:04,,0.959,,true,Verified
REL0095718,C000246,C000246,Case,HAS_EVIDENCE,EVD0009361,Evidence,2023-02-13 08:05:24,,0.984,,true,Verified
REL0095719,C007692,C007692,Case,HAS_EVIDENCE,EVD0002711,Evidence,2022-10-31 15:42:31,,0.932,,false,Review Required
REL0095720,C008404,C008404,Case,HAS_EVIDENCE,EVD0008840,Evidence,2019-09-24 08:02:55,,0.922,,false,Review Required
REL0095721,C002741,C002741,Case,HAS_EVIDENCE,EVD0005409,Evidence,2019-06-18 20:13:12,,0.909,,false,Review Required
REL0095722,C003132,C003132,Case,HAS_EVIDENCE,EVD0006245,Evidence,2023-01-03 04:07:18,,0.915,,false,Review Required
REL0095723,C000996,C000996,Case,HAS_EVIDENCE,EVD0002150,Evidence,2019-09-12 06:41:22,,0.984,,true,Verified
REL0095724,C009422,C009422,Case,HAS_EVIDENCE,EVD0002816,Evidence,2021-12-24 12:34:32,,0.972,,true,Verified
REL0095725,C009283,C009283,Case,HAS_EVIDENCE,EVD0006586,Evidence,2019-09-24 16:07:34,,0.933,,false,Review Required
REL0095726,C003129,C003129,Case,HAS_EVIDENCE,EVD0008088,Evidence,2024-02-06 12:56:12,,0.926,,false,Review Required
REL0095727,C003894,C003894,Case,HAS_EVIDENCE,EVD0009916,Evidence,2020-05-27 07:07:17,,0.938,,false,Review Required
REL0095728,C007263,C007263,Case,HAS_EVIDENCE,EVD0000160,Evidence,2022-02-25 22:58:41,,0.975,,true,Verified
REL0095729,C006860,C006860,Case,HAS_EVIDENCE,EVD0002653,Evidence,2025-05-21 12:19:14,,0.949,,false,Review Required
REL0095730,C003525,C003525,Case,HAS_EVIDENCE,EVD0001657,Evidence,2025-10-24 03:40:31,,0.906,,false,Review Required
REL0095731,C007944,C007944,Case,HAS_EVIDENCE,EVD0001078,Evidence,2019-10-10 19:32:55,,0.922,,false,Review Required
REL0095732,C003468,C003468,Case,HAS_EVIDENCE,EVD0006975,Evidence,2019-10-13 00:54:59,,0.913,,false,Review Required
REL0095733,C004628,C004628,Case,HAS_EVIDENCE,EVD0004905,Evidence,2019-03-13 22:43:14,,0.953,,true,Verified
REL0095734,C001514,C001514,Case,HAS_EVIDENCE,EVD0004410,Evidence,2022-01-30 12:59:42,,0.968,,true,Verified
REL0095735,C009010,C009010,Case,HAS_EVIDENCE,EVD0001240,Evidence,2022-05-23 00:42:52,,0.959,,true,Verified
REL0095736,C002785,C002785,Case,HAS_EVIDENCE,EVD0009746,Evidence,2020-06-21 07:08:34,,0.985,,true,Verified
REL0095737,C009570,C009570,Case,HAS_EVIDENCE,EVD0000520,Evidence,2022-08-18 04:35:12,,0.987,,true,Verified
REL0095738,C008629,C008629,Case,HAS_EVIDENCE,EVD0001594,Evidence,2021-12-07 13:50:06,,0.928,,false,Review Required
REL0095739,C006569,C006569,Case,HAS_EVIDENCE,EVD0005295,Evidence,2024-04-13 11:17:47,,0.984,,true,Verified
REL0095740,C003612,C003612,Case,HAS_EVIDENCE,EVD0005078,Evidence,2023-09-01 02:32:21,,0.924,,false,Review Required
REL0095741,C001829,C001829,Case,HAS_EVIDENCE,EVD0005145,Evidence,2026-06-25 08:17:46,,0.935,,false,Review Required
REL0095742,C009293,C009293,Case,HAS_EVIDENCE,EVD0009806,Evidence,2025-09-15 06:24:31,,0.92,,false,Review Required
REL0095743,C004381,C004381,Case,HAS_EVIDENCE,EVD0006974,Evidence,2024-10-02 02:45:24,,0.951,,true,Verified
REL0095744,C004425,C004425,Case,HAS_EVIDENCE,EVD0002763,Evidence,2024-02-23 18:14:42,,0.968,,true,Verified
REL0095745,C004405,C004405,Case,HAS_EVIDENCE,EVD0003468,Evidence,2023-06-28 07:41:50,,0.957,,true,Verified
REL0095746,C005598,C005598,Case,HAS_EVIDENCE,EVD0001418,Evidence,2022-01-05 15:46:17,,0.966,,true,Verified
REL0095747,C009704,C009704,Case,HAS_EVIDENCE,EVD0000757,Evidence,2023-10-24 15:52:20,,0.956,,true,Verified
REL0095748,C003441,C003441,Case,HAS_EVIDENCE,EVD0006178,Evidence,2024-04-30 16:04:47,,0.917,,false,Review Required
REL0095749,C006726,C006726,Case,HAS_EVIDENCE,EVD0005192,Evidence,2022-12-16 08:20:54,,0.986,,true,Verified
REL0095750,C009657,C009657,Case,HAS_EVIDENCE,EVD0003967,Evidence,2020-03-26 18:42:56,,0.954,,true,Verified
REL0095751,C003218,C003218,Case,HAS_EVIDENCE,EVD0004723,Evidence,2021-01-30 00:40:52,,0.958,,true,Verified
REL0095752,C000050,C000050,Case,HAS_EVIDENCE,EVD0009139,Evidence,2023-02-17 11:13:49,,0.911,,false,Review Required
REL0095753,C007750,C007750,Case,HAS_EVIDENCE,EVD0006304,Evidence,2023-01-17 00:52:44,,0.985,,true,Verified
REL0095754,C007186,C007186,Case,HAS_EVIDENCE,EVD0009276,Evidence,2021-06-05 06:38:30,,0.962,,true,Verified
REL0095755,C003260,C003260,Case,HAS_EVIDENCE,EVD0002395,Evidence,2021-07-17 19:21:28,,0.989,,true,Verified
REL0095756,C004490,C004490,Case,HAS_EVIDENCE,EVD0006697,Evidence,2020-07-23 01:54:12,,0.959,,true,Verified
REL0095757,C004498,C004498,Case,HAS_EVIDENCE,EVD0003703,Evidence,2026-03-10 22:26:03,,0.947,,false,Review Required
REL0095758,C008678,C008678,Case,HAS_EVIDENCE,EVD0008627,Evidence,2025-12-09 21:27:59,,0.907,,false,Review Required
REL0095759,C004442,C004442,Case,HAS_EVIDENCE,EVD0007761,Evidence,2026-08-04 22:09:59,,0.935,,false,Review Required
REL0095760,C008226,C008226,Case,HAS_EVIDENCE,EVD0007582,Evidence,2026-02-25 01:58:41,,0.901,,false,Review Required
REL0095761,C003205,C003205,Case,HAS_EVIDENCE,EVD0003519,Evidence,2026-06-16 13:19:21,,0.987,,true,Verified
REL0095762,C000523,C000523,Case,HAS_EVIDENCE,EVD0006822,Evidence,2021-03-08 21:56:21,,0.945,,false,Review Required
REL0095763,C001813,C001813,Case,HAS_EVIDENCE,EVD0001799,Evidence,2020-12-30 18:53:54,,0.952,,true,Verified
REL0095764,C001318,C001318,Case,HAS_EVIDENCE,EVD0004162,Evidence,2023-02-01 14:08:10,,0.912,,false,Review Required
REL0095765,C003599,C003599,Case,HAS_EVIDENCE,EVD0005186,Evidence,2021-02-10 01:05:33,,0.956,,true,Verified
REL0095766,C009362,C009362,Case,HAS_EVIDENCE,EVD0002083,Evidence,2022-11-27 20:38:51,,0.928,,false,Review Required
REL0095767,C005338,C005338,Case,HAS_EVIDENCE,EVD0002123,Evidence,2024-07-05 05:24:14,,0.985,,true,Verified
REL0095768,C006284,C006284,Case,HAS_EVIDENCE,EVD0001894,Evidence,2019-06-18 05:38:20,,0.961,,true,Verified
REL0095769,C002590,C002590,Case,HAS_EVIDENCE,EVD0005810,Evidence,2020-06-15 23:20:06,,0.921,,false,Review Required
REL0095770,C000352,C000352,Case,HAS_EVIDENCE,EVD0001416,Evidence,2022-03-20 15:17:47,,0.918,,false,Review Required
REL0095771,C000015,C000015,Case,HAS_EVIDENCE,EVD0007301,Evidence,2024-11-28 01:49:48,,0.933,,false,Review Required
REL0095772,C002973,C002973,Case,HAS_EVIDENCE,EVD0005600,Evidence,2024-01-17 23:55:01,,0.937,,false,Review Required
REL0095773,C000964,C000964,Case,HAS_EVIDENCE,EVD0002369,Evidence,2019-04-09 07:36:07,,0.944,,false,Review Required
REL0095774,C005003,C005003,Case,HAS_EVIDENCE,EVD0003722,Evidence,2025-08-18 10:59:14,,0.975,,true,Verified
REL0095775,C002210,C002210,Case,HAS_EVIDENCE,EVD0006805,Evidence,2022-10-27 01:25:32,,0.942,,false,Review Required
REL0095776,C007306,C007306,Case,HAS_EVIDENCE,EVD0000701,Evidence,2020-10-28 01:40:05,,0.929,,false,Review Required
REL0095777,C004810,C004810,Case,HAS_EVIDENCE,EVD0006483,Evidence,2021-04-14 10:44:50,,0.951,,true,Verified
REL0095778,C004405,C004405,Case,HAS_EVIDENCE,EVD0003468,Evidence,2023-06-28 07:41:50,,0.961,,true,Verified
REL0095779,C007759,C007759,Case,HAS_EVIDENCE,EVD0003565,Evidence,2020-11-09 13:07:17,,0.937,,false,Review Required
REL0095780,C004414,C004414,Case,HAS_EVIDENCE,EVD0000473,Evidence,2020-12-07 05:11:46,,0.916,,false,Review Required
REL0095781,C009161,C009161,Case,HAS_EVIDENCE,EVD0009308,Evidence,2026-02-24 08:15:30,,0.94,,false,Review Required
REL0095782,C008897,C008897,Case,HAS_EVIDENCE,EVD0002046,Evidence,2026-07-15 14:47:25,,0.926,,false,Review Required
REL0095783,C000522,C000522,Case,HAS_EVIDENCE,EVD0003968,Evidence,2024-11-02 21:31:58,,0.968,,true,Verified
REL0095784,C008032,C008032,Case,HAS_EVIDENCE,EVD0005104,Evidence,2021-12-11 03:03:14,,0.911,,false,Review Required
REL0095785,C002888,C002888,Case,HAS_EVIDENCE,EVD0007894,Evidence,2020-06-26 13:30:37,,0.921,,false,Review Required
REL0095786,C008653,C008653,Case,HAS_EVIDENCE,EVD0004132,Evidence,2026-03-15 21:00:50,,0.966,,true,Verified
REL0095787,C008566,C008566,Case,HAS_EVIDENCE,EVD0000067,Evidence,2020-08-18 10:58:37,,0.969,,true,Verified
REL0095788,C007148,C007148,Case,HAS_EVIDENCE,EVD0004043,Evidence,2020-03-18 17:26:42,,0.984,,true,Verified
REL0095789,C005136,C005136,Case,HAS_EVIDENCE,EVD0000445,Evidence,2025-12-04 02:00:04,,0.963,,true,Verified
REL0095790,C006670,C006670,Case,HAS_EVIDENCE,EVD0000064,Evidence,2025-06-23 18:25:21,,0.981,,true,Verified
REL0095791,C005686,C005686,Case,HAS_EVIDENCE,EVD0001155,Evidence,2024-07-12 06:16:32,,0.986,,true,Verified
REL0095792,C006426,C006426,Case,HAS_EVIDENCE,EVD0007973,Evidence,2019-07-24 11:14:06,,0.941,,false,Review Required
REL0095793,C000996,C000996,Case,HAS_EVIDENCE,EVD0002150,Evidence,2019-09-12 06:41:22,,0.92,,false,Review Required
REL0095794,C006568,C006568,Case,HAS_EVIDENCE,EVD0008836,Evidence,2019-10-29 15:03:43,,0.964,,true,Verified
REL0095795,C004953,C004953,Case,HAS_EVIDENCE,EVD0008011,Evidence,2020-08-14 03:55:27,,0.913,,false,Review Required
REL0095796,C009142,C009142,Case,HAS_EVIDENCE,EVD0003965,Evidence,2025-04-24 07:36:43,,0.938,,false,Review Required
REL0095797,C009365,C009365,Case,HAS_EVIDENCE,EVD0009844,Evidence,2024-06-19 06:47:58,,0.934,,false,Review Required
