case_id,fir_number,case_type,crime_category,crime_subcategory,ipc_section,registration_date,incident_date,incident_time,police_station_id,district,city,state,latitude,longitude,case_status,severity,investigating_officer_id,source,description
C009835,PUNE/FIR/2022/09835,Preliminary Inquiry,Fraud,Cheating,IPC 420,2018-10-28,2018-10-20,21:04:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.618622,73.806093,Closed,High,IO0293,SYNTH_INTEL_DB,Synthetic cheating case recorded for the Pimpri area. Severity classification: High.
C009836,PUNE/FIR/2023/09836,Special Report,Threat,Criminal intimidation,IPC 506,2019-01-24,2019-01-12,23:53:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.507062,73.813879,Chargesheeted,Medium,IO0211,SYNTH_CASE_DB,Synthetic criminal intimidation case recorded for the Kothrud area. Severity classification: Medium.
C009837,PUNE/FIR/2024/09837,Complaint,Burglary,House-breaking / house-trespass,IPC 454,2021-10-04,2021-09-26,13:44:00,PS_KONDHWA,Pune,Pune,Maharashtra,18.472636,73.898247,Under Investigation,High,IO0265,SYNTH_FIELD_REPORT,Synthetic house-breaking / house-trespass case recorded for the Kondhwa area. Severity classification: High.
C009838,PUNE/FIR/2018/09838,Preliminary Inquiry,Assault,Voluntarily causing hurt,IPC 323,2018-12-13,2018-11-29,19:02:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.637686,73.79825,Chargesheeted,High,IO0291,SYNTH_FIR_DB,Synthetic voluntarily causing hurt case recorded for the Pimpri area. Severity classification: High.
C009839,PUNE/FIR/2019/09839,FIR,Robbery,Robbery,IPC 392,2020-06-16,2020-06-04,18:15:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.638699,73.809093,Under Investigation,Critical,IO0237,SYNTH_FIELD_REPORT,Synthetic robbery case recorded for the Chinchwad area. Severity classification: Critical.
C009840,PUNE/FIR/2019/09840,FIR,Forgery,Using forged document,IPC 471,2021-01-20,2021-01-08,18:55:00,PS_YERAWADA,Pune,Pune,Maharashtra,18.545948,73.880222,Under Investigation,High,IO0166,SYNTH_INTEL_DB,Synthetic using forged document case recorded for the Yerawada area. Severity classification: High.
C009841,PUNE/FIR/2018/09841,Preliminary Inquiry,Narcotics,Possession-related offence,IPC 272/273,2021-09-18,2021-09-07,22:11:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.564273,73.925046,Closed,High,IO0207,SYNTH_INTEL_DB,Synthetic possession-related offence case recorded for the Viman Nagar area. Severity classification: High.
C009842,PUNE/FIR/2020/09842,Complaint,Assault,Voluntarily causing hurt,IPC 323,2022-08-20,2022-08-19,23:44:00,PS_HADAPSAR,Pune,Pune,Maharashtra,18.503239,73.932839,Solved,High,IO0341,SYNTH_LEGACY_DB,Synthetic voluntarily causing hurt case recorded for the Hadapsar area. Severity classification: High.
C009843,PUNE/FIR/2024/09843,FIR,Threat,Criminal intimidation,IPC 506,2018-11-17,2018-11-03,21:15:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.519882,73.836172,Closed,Medium,IO0251,SYNTH_CASE_DB,Synthetic criminal intimidation case recorded for the Shivajinagar area. Severity classification: Medium.
C009844,PUNE/FIR/2022/09844,FIR,Fraud,Criminal breach of trust,IPC 406,2019-11-09,2019-11-04,17:32:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.541405,73.850045,Under Investigation,Medium,IO0324,SYNTH_CASE_DB,Synthetic criminal breach of trust case recorded for the Shivajinagar area. Severity classification: Medium.
C009845,PUNE/FIR/2024/09845,Complaint,Theft,Theft of property,IPC 379,2022-08-11,2022-07-31,17:54:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.618152,73.789895,Pending,Medium,IO0237,SYNTH_FIR_DB,Synthetic theft of property case recorded for the Chinchwad area. Severity classification: Medium.
C009846,PUNE/FIR/2024/09846,FIR,Burglary,House-breaking / house-trespass,IPC 454,2023-05-01,2023-04-20,01:21:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.5746,73.922693,Chargesheeted,Critical,IO0210,SYNTH_LEGACY_DB,Synthetic house-breaking / house-trespass case recorded for the Viman Nagar area. Severity classification: Critical.
C009847,PUNE/FIR/2018/09847,Preliminary Inquiry,Robbery,Robbery,IPC 392,2018-11-07,2018-11-06,14:01:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.574571,73.925001,Solved,Critical,IO0163,SYNTH_FIR_DB,Synthetic robbery case recorded for the Viman Nagar area. Severity classification: Critical.
C009848,PUNE/FIR/2021/09848,Complaint,Robbery,Robbery with preparation for hurt,IPC 393,2018-11-21,2018-11-09,16:58:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.576439,73.909232,Solved,Critical,IO0023,SYNTH_FIELD_REPORT,Synthetic robbery with preparation for hurt case recorded for the Viman Nagar area. Severity classification: Critical.
C009849,PUNE/FIR/2022/09849,FIR,Fraud,Criminal breach of trust,IPC 406,2019-01-30,2019-01-29,11:48:00,PS_YERAWADA,Pune,Pune,Maharashtra,18.55611,73.877345,Unsolved,Medium,IO0349,SYNTH_FIR_DB,Synthetic criminal breach of trust case recorded for the Yerawada area. Severity classification: Medium.
C009850,PUNE/FIR/2021/09850,FIR,Fraud,Cheating,IPC 420,2020-11-09,2020-10-26,15:53:00,PS_VISHRANTWADI,Pune,Pune,Maharashtra,18.569424,73.885198,Pending,High,IO0056,SYNTH_COURT_LINK,Synthetic cheating case recorded for the Vishrantwadi area. Severity classification: High.
C009851,PUNE/FIR/2018/09851,Special Report,Fraud,Cheating,IPC 420,2018-12-21,2018-12-15,13:45:00,PS_VISHRANTWADI,Pune,Pune,Maharashtra,18.559043,73.874674,Under Investigation,High,IO0273,SYNTH_CASE_DB,Synthetic cheating case recorded for the Vishrantwadi area. Severity classification: High.
C009852,PUNE/FIR/2020/09852,Complaint,Fraud,Criminal breach of trust,IPC 406,2021-05-02,2021-04-29,08:39:00,PS_HADAPSAR,Pune,Pune,Maharashtra,18.50749,73.914714,Chargesheeted,Medium,IO0141,SYNTH_FIR_DB,Synthetic criminal breach of trust case recorded for the Hadapsar area. Severity classification: Medium.
C009853,PUNE/FIR/2018/09853,FIR,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2018-02-13,2018-02-04,20:06:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.460086,73.854752,Pending,Critical,IO0114,SYNTH_LEGACY_DB,Synthetic cheating by personation / cyber fraud case recorded for the Katraj area. Severity classification: Critical.
C009854,PUNE/FIR/2022/09854,Complaint,Fraud,Criminal breach of trust,IPC 406,2023-08-12,2023-08-06,08:20:00,PS_DHANKAWADI,Pune,Pune,Maharashtra,18.475063,73.84685,Under Investigation,Medium,IO0185,SYNTH_FIR_DB,Synthetic criminal breach of trust case recorded for the Dhankawadi area. Severity classification: Medium.
C009855,PUNE/FIR/2023/09855,Complaint,Property,Mischief causing damage,IPC 427,2021-02-27,2021-02-19,15:52:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.618091,73.799543,Chargesheeted,Medium,IO0204,SYNTH_CASE_DB,Synthetic mischief causing damage case recorded for the Pimpri area. Severity classification: Medium.
C009856,PUNE/FIR/2019/09856,FIR,Theft,Theft of property,IPC 379,2020-02-25,2020-02-20,18:46:00,PS_VISHRANTWADI,Pune,Pune,Maharashtra,18.567533,73.878645,Solved,Medium,IO0315,SYNTH_LEGACY_DB,Synthetic theft of property case recorded for the Vishrantwadi area. Severity classification: Medium.
C009857,PUNE/FIR/2018/09857,FIR,Robbery,Robbery,IPC 392,2021-03-29,2021-03-21,20:22:00,PS_WAKAD,Pune,Pune,Maharashtra,18.607254,73.767829,Registered,Critical,IO0027,SYNTH_FIR_DB,Synthetic robbery case recorded for the Wakad area. Severity classification: Critical.
C009858,PUNE/FIR/2020/09858,FIR,Public Order,Unlawful assembly,IPC 141,2024-02-13,2024-02-03,11:25:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.510411,73.811567,Solved,High,IO0271,SYNTH_CASE_DB,Synthetic unlawful assembly case recorded for the Kothrud area. Severity classification: High.
C009859,PUNE/FIR/2023/09859,Complaint,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2019-12-28,2019-12-20,11:51:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.637364,73.800054,Chargesheeted,High,IO0020,SYNTH_FIR_DB,Synthetic cheating by personation / cyber fraud case recorded for the Pimpri area. Severity classification: High.
C009860,PUNE/FIR/2018/09860,Complaint,Theft,Theft of property,IPC 379,2022-07-06,2022-06-30,11:45:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.535091,73.857648,Registered,Medium,IO0215,SYNTH_LEGACY_DB,Synthetic theft of property case recorded for the Shivajinagar area. Severity classification: Medium.
C009861,PUNE/FIR/2023/09861,Complaint,Robbery,Robbery,IPC 392,2022-07-21,2022-07-10,20:28:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.625385,73.804374,Chargesheeted,High,IO0318,SYNTH_FIELD_REPORT,Synthetic robbery case recorded for the Pimpri area. Severity classification: High.
C009862,PUNE/FIR/2022/09862,FIR,Fraud,Criminal breach of trust,IPC 406,2023-01-18,2023-01-12,00:52:00,PS_HADAPSAR,Pune,Pune,Maharashtra,18.506223,73.925392,Solved,Medium,IO0189,SYNTH_CASE_DB,Synthetic criminal breach of trust case recorded for the Hadapsar area. Severity classification: Medium.
C009863,PUNE/FIR/2024/09863,FIR,Property,Mischief causing damage,IPC 427,2023-05-04,2023-04-29,13:16:00,PS_AUNDH,Pune,Pune,Maharashtra,18.560486,73.811489,Under Investigation,Medium,IO0256,SYNTH_LEGACY_DB,Synthetic mischief causing damage case recorded for the Aundh area. Severity classification: Medium.
C009864,PUNE/FIR/2018/09864,FIR,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2019-07-02,2019-06-28,02:55:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.636127,73.808991,Under Investigation,High,IO0112,SYNTH_CASE_DB,Synthetic cheating by personation / cyber fraud case recorded for the Pimpri area. Severity classification: High.
C009865,PUNE/FIR/2022/09865,FIR,Property,Mischief causing damage,IPC 427,2023-07-16,2023-07-02,22:47:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.558768,73.925816,Under Investigation,Critical,IO0016,SYNTH_FIR_DB,Synthetic mischief causing damage case recorded for the Viman Nagar area. Severity classification: Critical.
C009866,PUNE/FIR/2020/09866,FIR,Forgery,Using forged document,IPC 471,2021-10-05,2021-10-03,17:29:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.53745,73.841319,Registered,High,IO0342,SYNTH_FIR_DB,Synthetic using forged document case recorded for the Shivajinagar area. Severity classification: High.
C009867,PUNE/FIR/2019/09867,Complaint,Theft,Theft of property,IPC 379,2021-06-02,2021-05-20,05:01:00,PS_WAKAD,Pune,Pune,Maharashtra,18.607789,73.767233,Pending,Medium,IO0329,SYNTH_CASE_DB,Synthetic theft of property case recorded for the Wakad area. Severity classification: Medium.
C009868,PUNE/FIR/2024/09868,Other,Robbery,Robbery with preparation for hurt,IPC 393,2023-01-08,2022-12-26,20:03:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.562299,73.905062,Closed,Critical,IO0205,SYNTH_FIR_DB,Synthetic robbery with preparation for hurt case recorded for the Viman Nagar area. Severity classification: Critical.
C009869,PUNE/FIR/2021/09869,FIR,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2021-11-26,2021-11-17,11:18:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.510689,73.815207,Under Investigation,High,IO0132,SYNTH_CASE_DB,Synthetic cheating by personation / cyber fraud case recorded for the Kothrud area. Severity classification: High.
C009870,PUNE/FIR/2018/09870,FIR,Theft,Theft of property,IPC 379,2021-02-23,2021-02-21,10:08:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.629647,73.805986,Closed,Medium,IO0277,SYNTH_FIR_DB,Synthetic theft of property case recorded for the Chinchwad area. Severity classification: Medium.
C009871,PUNE/FIR/2021/09871,FIR,Theft,Theft in dwelling house,IPC 380,2018-03-02,2018-02-22,22:55:00,PS_AUNDH,Pune,Pune,Maharashtra,18.567053,73.812081,Closed,Critical,IO0092,SYNTH_CASE_DB,Synthetic theft in dwelling house case recorded for the Aundh area. Severity classification: Critical.
C009872,PUNE/FIR/2019/09872,FIR,Threat,Criminal intimidation,IPC 506,2021-09-20,2021-09-18,17:58:00,PS_YERAWADA,Pune,Pune,Maharashtra,18.536041,73.883976,Under Investigation,Critical,IO0051,SYNTH_FIELD_REPORT,Synthetic criminal intimidation case recorded for the Yerawada area. Severity classification: Critical.
C009873,PUNE/FIR/2020/09873,Special Report,Public Order,Unlawful assembly,IPC 141,2019-08-31,2019-08-22,15:30:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.529121,73.857237,Unsolved,Medium,IO0343,SYNTH_CASE_DB,Synthetic unlawful assembly case recorded for the Shivajinagar area. Severity classification: Medium.
C009874,PUNE/FIR/2024/09874,FIR,Assault,Voluntarily causing hurt,IPC 323,2021-08-07,2021-08-05,09:47:00,PS_BANER,Pune,Pune,Maharashtra,18.55736,73.786699,Under Investigation,Medium,IO0030,SYNTH_FIELD_REPORT,Synthetic voluntarily causing hurt case recorded for the Baner area. Severity classification: Medium.
C009875,PUNE/FIR/2023/09875,FIR,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2020-12-27,2020-12-14,07:30:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.569235,73.914371,Registered,High,IO0188,SYNTH_CASE_DB,Synthetic cheating by personation / cyber fraud case recorded for the Viman Nagar area. Severity classification: High.
C009876,PUNE/FIR/2021/09876,FIR,Robbery,Robbery with preparation for hurt,IPC 393,2023-01-21,2023-01-12,18:49:00,PS_YERAWADA,Pune,Pune,Maharashtra,18.559637,73.887659,Under Investigation,Critical,IO0208,SYNTH_CASE_DB,Synthetic robbery with preparation for hurt case recorded for the Yerawada area. Severity classification: Critical.
C009877,PUNE/FIR/2021/09877,FIR,Burglary,House-breaking / house-trespass,IPC 454,2019-09-27,2019-09-14,14:49:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.570584,73.903727,Under Investigation,Critical,IO0156,SYNTH_COURT_LINK,Synthetic house-breaking / house-trespass case recorded for the Viman Nagar area. Severity classification: Critical.
C009878,PUNE/FIR/2022/09878,FIR,Fraud,Cheating,IPC 420,2019-12-15,2019-12-03,11:15:00,PS_AUNDH,Pune,Pune,Maharashtra,18.558308,73.802873,Closed,High,IO0297,SYNTH_CASE_DB,Synthetic cheating case recorded for the Aundh area. Severity classification: High.
C009879,PUNE/FIR/2018/09879,FIR,Threat,Criminal intimidation,IPC 506,2019-10-24,2019-10-24,05:10:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.534833,73.857981,Closed,Medium,IO0002,SYNTH_FIELD_REPORT,Synthetic criminal intimidation case recorded for the Shivajinagar area. Severity classification: Medium.
C009880,PUNE/FIR/2018/09880,FIR,Robbery,Robbery,IPC 392,2021-01-17,2021-01-06,15:31:00,PS_HADAPSAR,Pune,Pune,Maharashtra,18.49837,73.931236,Chargesheeted,High,IO0104,SYNTH_CASE_DB,Synthetic robbery case recorded for the Hadapsar area. Severity classification: High.
C009881,PUNE/FIR/2024/09881,FIR,Threat,Criminal intimidation,IPC 506,2018-05-11,2018-05-02,23:49:00,PS_BHOSARI,Pune,Pune,Maharashtra,18.619367,73.854671,Pending,Medium,IO0301,SYNTH_FIELD_REPORT,Synthetic criminal intimidation case recorded for the Bhosari area. Severity classification: Medium.
C009882,PUNE/FIR/2021/09882,Complaint,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2023-03-01,2023-02-16,11:33:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.457949,73.867306,Closed,High,IO0106,SYNTH_FIR_DB,Synthetic cheating by personation / cyber fraud case recorded for the Katraj area. Severity classification: High.
C009883,PUNE/FIR/2021/09883,FIR,Fraud,Cheating,IPC 420,2020-01-07,2019-12-28,15:09:00,PS_HADAPSAR,Pune,Pune,Maharashtra,18.512143,73.922016,Registered,High,IO0187,SYNTH_FIR_DB,Synthetic cheating case recorded for the Hadapsar area. Severity classification: High.
C009884,PUNE/FIR/2019/09884,FIR,Property,Mischief causing damage,IPC 427,2020-08-29,2020-08-19,05:02:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.454059,73.856752,Closed,Medium,IO0167,SYNTH_CASE_DB,Synthetic mischief causing damage case recorded for the Katraj area. Severity classification: Medium.
C009885,PUNE/FIR/2019/09885,FIR,Assault,Voluntarily causing hurt,IPC 323,2023-05-06,2023-05-01,12:51:00,PS_BANER,Pune,Pune,Maharashtra,18.567313,73.778085,Closed,Medium,IO0187,SYNTH_FIELD_REPORT,Synthetic voluntarily causing hurt case recorded for the Baner area. Severity classification: Medium.
C009886,PUNE/FIR/2024/09886,FIR,Assault,Voluntarily causing hurt,IPC 323,2021-12-25,2021-12-18,19:23:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.568352,73.923295,Registered,High,IO0286,SYNTH_FIR_DB,Synthetic voluntarily causing hurt case recorded for the Viman Nagar area. Severity classification: High.
C009887,PUNE/FIR/2024/09887,FIR,Robbery,Robbery,IPC 392,2018-11-22,2018-11-19,12:38:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.518888,73.852283,Solved,High,IO0229,SYNTH_FIR_DB,Synthetic robbery case recorded for the Shivajinagar area. Severity classification: High.
C009888,PUNE/FIR/2021/09888,Preliminary Inquiry,Narcotics,Possession-related offence,IPC 272/273,2019-05-04,2019-04-27,14:24:00,PS_KONDHWA,Pune,Pune,Maharashtra,18.47447,73.889688,Under Investigation,Critical,IO0148,SYNTH_FIELD_REPORT,Synthetic possession-related offence case recorded for the Kondhwa area. Severity classification: Critical.
C009889,PUNE/FIR/2022/09889,FIR,Fraud,Cheating,IPC 420,2023-09-17,2023-09-04,18:53:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.638058,73.804406,Closed,High,IO0256,SYNTH_CASE_DB,Synthetic cheating case recorded for the Pimpri area. Severity classification: High.
C009890,PUNE/FIR/2019/09890,FIR,Theft,Theft of property,IPC 379,2022-08-12,2022-08-10,22:20:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.636947,73.802706,Unsolved,Medium,IO0182,SYNTH_CASE_DB,Synthetic theft of property case recorded for the Pimpri area. Severity classification: Medium.
C009891,PUNE/FIR/2024/09891,Complaint,Assault,Voluntarily causing hurt,IPC 323,2019-11-28,2019-11-27,23:26:00,PS_DHANKAWADI,Pune,Pune,Maharashtra,18.464705,73.86082,Closed,Medium,IO0224,SYNTH_FIR_DB,Synthetic voluntarily causing hurt case recorded for the Dhankawadi area. Severity classification: Medium.
C009892,PUNE/FIR/2020/09892,FIR,Threat,Criminal intimidation,IPC 506,2024-06-04,2024-05-22,08:07:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.55738,73.907233,Under Investigation,High,IO0046,SYNTH_FIR_DB,Synthetic criminal intimidation case recorded for the Viman Nagar area. Severity classification: High.
C009893,PUNE/FIR/2018/09893,FIR,Fraud,Criminal breach of trust,IPC 406,2021-09-10,2021-09-05,20:53:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.441593,73.863414,Under Investigation,Medium,IO0057,SYNTH_FIR_DB,Synthetic criminal breach of trust case recorded for the Katraj area. Severity classification: Medium.
C009894,PUNE/FIR/2018/09894,FIR,Assault,Voluntarily causing hurt,IPC 323,2023-06-19,2023-06-14,02:43:00,PS_HADAPSAR,Pune,Pune,Maharashtra,18.509197,73.929721,Under Investigation,High,IO0016,SYNTH_CASE_DB,Synthetic voluntarily causing hurt case recorded for the Hadapsar area. Severity classification: High.
C009895,PUNE/FIR/2019/09895,Complaint,Burglary,House-breaking / house-trespass,IPC 454,2024-05-15,2024-05-10,10:30:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.641013,73.788811,Chargesheeted,High,IO0247,SYNTH_INTEL_DB,Synthetic house-breaking / house-trespass case recorded for the Pimpri area. Severity classification: High.
C009896,PUNE/FIR/2022/09896,FIR,Assault,Voluntarily causing hurt,IPC 323,2022-08-31,2022-08-28,12:33:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.506822,73.81022,Chargesheeted,Medium,IO0219,SYNTH_CASE_DB,Synthetic voluntarily causing hurt case recorded for the Kothrud area. Severity classification: Medium.
C009897,PUNE/FIR/2018/09897,FIR,Theft,Theft of property,IPC 379,2021-10-18,2021-10-09,12:07:00,PS_AUNDH,Pune,Pune,Maharashtra,18.560257,73.797416,Solved,Medium,IO0021,SYNTH_FIR_DB,Synthetic theft of property case recorded for the Aundh area. Severity classification: Medium.
C009898,PUNE/FIR/2023/09898,FIR,Fraud,Criminal breach of trust,IPC 406,2019-07-12,2019-07-03,21:43:00,PS_VISHRANTWADI,Pune,Pune,Maharashtra,18.575238,73.881146,Under Investigation,Medium,IO0251,SYNTH_FIR_DB,Synthetic criminal breach of trust case recorded for the Vishrantwadi area. Severity classification: Medium.
C009899,PUNE/FIR/2024/09899,FIR,Theft,Theft of property,IPC 379,2021-09-05,2021-08-26,14:24:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.625816,73.791208,Pending,High,IO0185,SYNTH_LEGACY_DB,Synthetic theft of property case recorded for the Chinchwad area. Severity classification: High.
C009900,PUNE/FIR/2022/09900,Complaint,Forgery,Using forged document,IPC 471,2019-12-03,2019-11-25,18:48:00,PS_KONDHWA,Pune,Pune,Maharashtra,18.478652,73.889513,Registered,Critical,IO0111,SYNTH_CASE_DB,Synthetic using forged document case recorded for the Kondhwa area. Severity classification: Critical.
C009901,PUNE/FIR/2019/09901,FIR,Threat,Criminal intimidation,IPC 506,2018-07-29,2018-07-18,19:39:00,PS_WAKAD,Pune,Pune,Maharashtra,18.605051,73.77375,Registered,High,IO0345,SYNTH_FIR_DB,Synthetic criminal intimidation case recorded for the Wakad area. Severity classification: High.
C009902,PUNE/FIR/2022/09902,FIR,Theft,Theft of property,IPC 379,2021-07-20,2021-07-19,07:30:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.511163,73.812856,Chargesheeted,High,IO0244,SYNTH_CASE_DB,Synthetic theft of property case recorded for the Kothrud area. Severity classification: High.
C009903,PUNE/FIR/2021/09903,FIR,Threat,Criminal intimidation,IPC 506,2023-04-14,2023-04-11,13:18:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.618595,73.810327,Registered,Medium,IO0307,SYNTH_CASE_DB,Synthetic criminal intimidation case recorded for the Pimpri area. Severity classification: Medium.
C009904,PUNE/FIR/2021/09904,FIR,Robbery,Robbery with preparation for hurt,IPC 393,2023-12-26,2023-12-23,21:47:00,PS_VISHRANTWADI,Pune,Pune,Maharashtra,18.574125,73.879998,Registered,Critical,IO0177,SYNTH_FIR_DB,Synthetic robbery with preparation for hurt case recorded for the Vishrantwadi area. Severity classification: Critical.
C009905,PUNE/FIR/2024/09905,Preliminary Inquiry,Fraud,Cheating,IPC 420,2022-01-10,2022-01-08,18:59:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.515695,73.818349,Solved,High,IO0103,SYNTH_LEGACY_DB,Synthetic cheating case recorded for the Kothrud area. Severity classification: High.
C009906,PUNE/FIR/2018/09906,Complaint,Sexual Offence,Assault / criminal force to woman,IPC 354,2023-05-09,2023-05-04,07:00:00,PS_YERAWADA,Pune,Pune,Maharashtra,18.558825,73.883113,Pending,High,IO0195,SYNTH_FIR_DB,Synthetic assault / criminal force to woman case recorded for the Yerawada area. Severity classification: High.
C009907,PUNE/FIR/2018/09907,Complaint,Robbery,Robbery,IPC 392,2023-10-06,2023-10-03,09:36:00,PS_YERAWADA,Pune,Pune,Maharashtra,18.554546,73.886208,Chargesheeted,High,IO0028,SYNTH_CASE_DB,Synthetic robbery case recorded for the Yerawada area. Severity classification: High.
C009908,PUNE/FIR/2020/09908,FIR,Assault,Voluntarily causing hurt,IPC 323,2021-10-27,2021-10-13,06:23:00,PS_AUNDH,Pune,Pune,Maharashtra,18.566204,73.813805,Chargesheeted,High,IO0329,SYNTH_FIELD_REPORT,Synthetic voluntarily causing hurt case recorded for the Aundh area. Severity classification: High.
C009909,PUNE/FIR/2023/09909,Other,Theft,Theft in dwelling house,IPC 380,2018-04-06,2018-04-01,21:27:00,PS_SWARGATE,Pune,Pune,Maharashtra,18.501065,73.852919,Closed,Critical,IO0233,SYNTH_INTEL_DB,Synthetic theft in dwelling house case recorded for the Swargate area. Severity classification: Critical.
C009910,PUNE/FIR/2022/09910,FIR,Sexual Offence,Sexual harassment,IPC 354A,2023-12-12,2023-12-04,14:47:00,PS_AUNDH,Pune,Pune,Maharashtra,18.555861,73.810233,Registered,Critical,IO0023,SYNTH_LEGACY_DB,Synthetic sexual harassment case recorded for the Aundh area. Severity classification: Critical.
C009911,PUNE/FIR/2022/09911,FIR,Theft,Theft in dwelling house,IPC 380,2020-10-21,2020-10-17,06:19:00,PS_BHOSARI,Pune,Pune,Maharashtra,18.63851,73.842315,Closed,High,IO0116,SYNTH_CASE_DB,Synthetic theft in dwelling house case recorded for the Bhosari area. Severity classification: High.
C009912,PUNE/FIR/2021/09912,Complaint,Threat,Criminal intimidation,IPC 506,2022-04-21,2022-04-08,09:46:00,PS_AUNDH,Pune,Pune,Maharashtra,18.569226,73.808767,Pending,Medium,IO0326,SYNTH_CASE_DB,Synthetic criminal intimidation case recorded for the Aundh area. Severity classification: Medium.
C009913,PUNE/FIR/2024/09913,Complaint,Forgery,Forgery,IPC 465,2018-05-27,2018-05-23,20:09:00,PS_DHANKAWADI,Pune,Pune,Maharashtra,18.467388,73.838649,Under Investigation,Medium,IO0143,SYNTH_FIELD_REPORT,Synthetic forgery case recorded for the Dhankawadi area. Severity classification: Medium.
C009914,PUNE/FIR/2022/09914,FIR,Robbery,Robbery,IPC 392,2024-06-15,2024-06-05,21:37:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.445745,73.85452,Registered,Critical,IO0189,SYNTH_FIELD_REPORT,Synthetic robbery case recorded for the Katraj area. Severity classification: Critical.
C009915,PUNE/FIR/2020/09915,Preliminary Inquiry,Theft,Theft of property,IPC 379,2018-07-27,2018-07-17,09:12:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.499654,73.802893,Under Investigation,Medium,IO0040,SYNTH_FIR_DB,Synthetic theft of property case recorded for the Kothrud area. Severity classification: Medium.
C009916,PUNE/FIR/2020/09916,FIR,Threat,Criminal intimidation,IPC 506,2018-08-31,2018-08-25,15:05:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.529533,73.851351,Under Investigation,Medium,IO0297,SYNTH_CASE_DB,Synthetic criminal intimidation case recorded for the Shivajinagar area. Severity classification: Medium.
C009917,PUNE/FIR/2019/09917,Preliminary Inquiry,Public Order,Unlawful assembly,IPC 141,2018-05-23,2018-05-12,06:28:00,PS_AUNDH,Pune,Pune,Maharashtra,18.563895,73.797609,Solved,Medium,IO0122,SYNTH_COURT_LINK,Synthetic unlawful assembly case recorded for the Aundh area. Severity classification: Medium.
C009918,PUNE/FIR/2018/09918,FIR,Robbery,Robbery,IPC 392,2019-12-30,2019-12-24,07:32:00,PS_AUNDH,Pune,Pune,Maharashtra,18.553623,73.808733,Solved,High,IO0269,SYNTH_FIR_DB,Synthetic robbery case recorded for the Aundh area. Severity classification: High.
C009919,PUNE/FIR/2019/09919,Preliminary Inquiry,Theft,Theft of property,IPC 379,2024-01-10,2024-01-01,19:16:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.641607,73.802631,Under Investigation,Medium,IO0283,SYNTH_CASE_DB,Synthetic theft of property case recorded for the Pimpri area. Severity classification: Medium.
