vehicle_id,registration_number,vehicle_type,make,model,color,registration_date,registered_owner_id,current_owner_id,status,insurance_status,source
V008888,MH12DK8856,Scooter,TVS,Jupiter,Black,2019-01-07,P000710,P000710,Active,Active,SYNTH_FIELD_DB
V008889,MH12DK8993,Car,Hyundai,i20,Red,2015-11-27,P003599,P003599,Active,Active,SYNTH_VEHICLE_REGISTRY
V008890,MH12DK9030,Scooter,TVS,Jupiter,Grey,2022-11-16,P002891,P004131,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V008891,MH12DK9167,Car,Maruti Suzuki,Baleno,Silver,2021-05-05,P000185,P000185,Active,Active,SYNTH_INSURANCE_DB
V008892,MH12DK9204,Motorcycle,Honda,Shine,Brown,2010-03-11,P006607,P006607,Active,Expired,SYNTH_FIELD_DB
V008893,MH12DK9341,Car,Toyota,Innova,Black,2011-08-11,P002163,P002163,Active,Not Available,SYNTH_FIELD_DB
V008894,MH12DK9478,Car,Maruti Suzuki,Swift,Black,2015-04-15,P003578,P000456,Transferred,Active,SYNTH_INSURANCE_DB
V008895,MH12DK9515,Motorcycle,Honda,Shine,Grey,2023-01-24,P000079,P000079,Active,Active,SYNTH_INSURANCE_DB
V008896,MH12DK9652,Car,Tata,Nexon,Red,2025-05-15,P002750,P002542,Transferred,Active,SYNTH_INSURANCE_DB
V008897,MH12DK9789,Commercial,Mahindra,Bolero Pickup,Grey,2011-09-23,P003095,P003095,Active,Expired,SYNTH_VEHICLE_REGISTRY
V008898,MH12DK9826,Commercial,Tata,Ace,Grey,2024-03-12,P004276,P004276,Active,Active,SYNTH_FIELD_DB
V008899,MH12DK9963,Scooter,Honda,Activa,Black,2013-04-05,P006916,P004383,Transferred,Expired,SYNTH_INSURANCE_DB
V008900,MH12DL0000,Scooter,Suzuki,Access,Brown,2018-03-05,P000914,P005942,Transferred,Active,SYNTH_FIELD_DB
V008901,MH12DL0137,Car,Hyundai,Creta,Silver,2010-11-21,P001639,P003647,Transferred,Active,SYNTH_FIELD_DB
V008902,MH12DL0274,Car,Hyundai,i20,Green,2012-03-12,P001102,P001102,Active,Active,SYNTH_INSURANCE_DB
V008903,MH12DL0311,Car,Toyota,Innova,Grey,2014-06-25,P005517,P005517,Active,Expired,SYNTH_RTO_DB
V008904,MH12DL0448,Motorcycle,Honda,Shine,White,2023-03-25,P006235,P006235,Active,Active,SYNTH_RTO_DB
V008905,MH12DL0585,Car,Mahindra,XUV300,Silver,2010-07-04,P005851,P005851,Active,Active,SYNTH_INSURANCE_DB
V008906,MH12DL0622,Commercial,Mahindra,Bolero Pickup,Grey,2013-06-29,P006202,P006202,Active,Active,SYNTH_INSURANCE_DB
V008907,MH12DL0759,Commercial,Tata,Ace,Red,2021-12-08,P003377,P003377,Active,Active,SYNTH_RTO_DB
V008908,MH12DL0896,Motorcycle,Bajaj,Pulsar,Red,2019-11-29,P006286,P006286,Stolen,Expired,SYNTH_VEHICLE_REGISTRY
V008909,MH12DL0933,Commercial,Tata,Ace,Silver,2021-08-22,P000742,P001588,Transferred,Expired,SYNTH_RTO_DB
V008910,MH12DL1070,Motorcycle,Bajaj,Pulsar,Red,2022-02-23,P004084,P004084,Active,Active,SYNTH_INSURANCE_DB
V008911,MH12DL1107,Scooter,Suzuki,Access,Silver,2010-05-26,P002104,P002104,Active,Active,SYNTH_RTO_DB
V008912,MH12DL1244,Car,Hyundai,Creta,White,2022-03-21,P006069,P006069,Active,Active,SYNTH_FIELD_DB
V008913,MH12DL1381,Motorcycle,Bajaj,Pulsar,Silver,2019-06-21,P001609,P001609,Active,Active,SYNTH_RTO_DB
V008914,MH12DL1418,Commercial,Mahindra,Bolero Pickup,Silver,2014-10-10,P003912,P003912,Active,Active,SYNTH_FIELD_DB
V008915,MH12DL1555,Car,Mahindra,XUV300,Grey,2024-02-09,P004687,P004687,Active,Active,SYNTH_RTO_DB
V008916,MH12DL1692,Motorcycle,Bajaj,Pulsar,Blue,2010-12-22,P003204,P001687,Transferred,Active,SYNTH_FIELD_DB
V008917,MH12DL1729,Car,Hyundai,i20,Black,2022-09-16,P002481,P002481,Active,Active,SYNTH_RTO_DB
V008918,MH12DL1866,Commercial,Tata,Ace,Black,2019-08-16,P002942,P002942,Active,Expired,SYNTH_VEHICLE_REGISTRY
V008919,MH12DL1903,Auto,Bajaj,RE,Silver,2023-02-03,P000648,P002716,Transferred,Active,SYNTH_RTO_DB
V008920,MH12DL2040,Car,Toyota,Innova,Black,2023-02-19,P000290,P000290,Active,Active,SYNTH_RTO_DB
V008921,MH12DL2177,Motorcycle,Bajaj,Pulsar,Grey,2010-07-21,P000691,P000691,Scrapped,Active,SYNTH_VEHICLE_REGISTRY
V008922,MH12DL2214,Scooter,Suzuki,Access,Grey,2010-04-13,P002187,P002187,Active,Active,SYNTH_FIELD_DB
V008923,MH12DL2351,Scooter,Honda,Activa,White,2017-03-22,P000629,P001319,Transferred,Active,SYNTH_RTO_DB
V008924,MH12DL2488,Car,Tata,Nexon,Black,2014-08-02,P006995,P006995,Active,Expired,SYNTH_INSURANCE_DB
V008925,MH12DL2525,Car,Tata,Nexon,Blue,2023-05-27,P003506,P003506,Active,Active,SYNTH_RTO_DB
V008926,MH12DL2662,Car,Toyota,Innova,Blue,2020-12-16,P002381,P004219,Transferred,Active,SYNTH_FIELD_DB
V008927,MH12DL2799,Scooter,TVS,Jupiter,Black,2020-02-28,P001581,P001581,Active,Active,SYNTH_RTO_DB
V008928,MH12DL2836,Scooter,Suzuki,Access,Green,2014-07-12,P006374,P006374,Inactive,Active,SYNTH_INSURANCE_DB
V008929,MH12DL2973,Car,Maruti Suzuki,Swift,Brown,2012-07-11,P002461,P002461,Active,Active,SYNTH_VEHICLE_REGISTRY
V008930,MH12DL3010,Commercial,Tata,Ace,Grey,2020-01-13,P001159,P005649,Transferred,Expired,SYNTH_RTO_DB
V008931,MH12DL3147,Scooter,TVS,Jupiter,Brown,2013-03-15,P006499,P004118,Transferred,Expired,SYNTH_INSURANCE_DB
V008932,MH12DL3284,Scooter,Honda,Activa,Silver,2024-04-15,P006714,P006714,Active,Active,SYNTH_FIELD_DB
V008933,MH12DL3321,Motorcycle,Honda,Shine,Black,2018-01-11,P000994,P000994,Inactive,Not Available,SYNTH_FIELD_DB
V008934,MH12DL3458,Car,Toyota,Innova,White,2024-02-17,P004677,P004677,Active,Active,SYNTH_INSURANCE_DB
V008935,MH12DL3595,Car,Tata,Nexon,Red,2011-11-18,P003390,P003390,Active,Active,SYNTH_FIELD_DB
V008936,MH12DL3632,Scooter,Honda,Activa,White,2026-05-06,P003163,P003163,Active,Active,SYNTH_INSURANCE_DB
V008937,MH12DL3769,Commercial,Tata,Ace,Brown,2023-03-15,P004650,P004650,Active,Active,SYNTH_FIELD_DB
V008938,MH12DL3806,Car,Mahindra,XUV300,Grey,2025-05-16,P003026,P003026,Active,Active,SYNTH_RTO_DB
V008939,MH12DL3943,Auto,Bajaj,RE,Black,2021-09-05,P001027,P001027,Active,Active,SYNTH_FIELD_DB
V008940,MH12DL4080,Scooter,TVS,Jupiter,Black,2020-11-20,P001901,P001901,Active,Active,SYNTH_FIELD_DB
V008941,MH12DL4117,Car,Mahindra,XUV300,Silver,2015-11-06,P002663,P002663,Active,Active,SYNTH_FIELD_DB
V008942,MH12DL4254,Motorcycle,Hero,Splendor Plus,Green,2011-09-09,P001658,P001658,Active,Active,SYNTH_VEHICLE_REGISTRY
V008943,MH12DL4391,Car,Hyundai,Creta,White,2016-11-14,P003669,P003669,Active,Active,SYNTH_INSURANCE_DB
V008944,MH12DL4428,Car,Hyundai,Creta,Blue,2024-06-18,P006539,P006539,Active,Active,SYNTH_RTO_DB
V008945,MH12DL4565,Motorcycle,Hero,Splendor Plus,Silver,2012-06-02,P001032,P001032,Active,Active,SYNTH_RTO_DB
V008946,MH12DL4602,Scooter,Honda,Activa,Red,2015-06-02,P005819,P005819,Inactive,Expired,SYNTH_FIELD_DB
V008947,MH12DL4739,Car,Hyundai,i20,Black,2018-03-26,P005500,P005500,Active,Active,SYNTH_INSURANCE_DB
V008948,MH12DL4876,Car,Mahindra,XUV300,Red,2013-08-05,P002463,P001929,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V008949,MH12DL4913,Car,Maruti Suzuki,Baleno,Brown,2018-11-12,P003137,P003137,Active,Active,SYNTH_VEHICLE_REGISTRY
V008950,MH12DL5050,Motorcycle,Hero,Splendor Plus,Silver,2014-01-22,P001693,P000333,Transferred,Active,SYNTH_RTO_DB
V008951,MH12DL5187,Motorcycle,Bajaj,Pulsar,Grey,2016-06-22,P001721,P001721,Active,Active,SYNTH_VEHICLE_REGISTRY
V008952,MH12DL5224,Commercial,Tata,Ace,Green,2014-02-22,P005294,P005294,Active,Active,SYNTH_INSURANCE_DB
V008953,MH12DL5361,Car,Toyota,Innova,Silver,2022-08-11,P005796,P005796,Active,Active,SYNTH_RTO_DB
V008954,MH12DL5498,Car,Mahindra,XUV300,Grey,2016-01-23,P006919,P006919,Active,Active,SYNTH_INSURANCE_DB
V008955,MH12DL5535,Car,Tata,Nexon,Red,2010-07-07,P006550,P006550,Active,Active,SYNTH_VEHICLE_REGISTRY
V008956,MH12DL5672,Car,Maruti Suzuki,Baleno,Black,2024-03-09,P006644,P006644,Active,Active,SYNTH_VEHICLE_REGISTRY
V008957,MH12DL5709,Car,Tata,Nexon,White,2012-07-22,P006554,P006554,Active,Active,SYNTH_INSURANCE_DB
V008958,MH12DL5846,Auto,Bajaj,RE,Brown,2025-11-12,P003914,P004280,Transferred,Expired,SYNTH_INSURANCE_DB
V008959,MH12DL5983,Scooter,Honda,Activa,Blue,2019-10-28,P005088,P005088,Active,Expired,SYNTH_FIELD_DB
V008960,MH12DL6020,Scooter,Honda,Activa,Green,2022-03-05,P002642,P002642,Active,Active,SYNTH_RTO_DB
V008961,MH12DL6157,Auto,Bajaj,RE,Brown,2014-08-12,P001589,P001589,Active,Expired,SYNTH_INSURANCE_DB
V008962,MH12DL6294,Scooter,Honda,Activa,Green,2022-12-01,P000712,P000712,Active,Expired,SYNTH_INSURANCE_DB
V008963,MH12DL6331,Commercial,Tata,Ace,Silver,2014-05-13,P001411,P001411,Active,Active,SYNTH_RTO_DB
V008964,MH12DL6468,Car,Toyota,Innova,Brown,2022-06-07,P002333,P004409,Transferred,Active,SYNTH_RTO_DB
V008965,MH12DL6505,Scooter,Honda,Activa,Red,2011-01-05,P002945,P002945,Active,Active,SYNTH_RTO_DB
V008966,MH12DL6642,Motorcycle,Hero,Splendor Plus,Grey,2025-07-23,P006947,P001102,Transferred,Expired,SYNTH_RTO_DB
V008967,MH12DL6779,Motorcycle,Hero,Splendor Plus,Blue,2022-09-06,P003533,P003533,Inactive,Active,SYNTH_VEHICLE_REGISTRY
V008968,MH12DL6816,Car,Hyundai,i20,Brown,2016-06-08,P006472,P006472,Active,Active,SYNTH_INSURANCE_DB
V008969,MH12DL6953,Commercial,Tata,Ace,Black,2024-01-20,P002032,P000059,Transferred,Not Available,SYNTH_RTO_DB
V008970,MH12DL7090,Scooter,Honda,Activa,Blue,2019-08-20,P000710,P005884,Transferred,Active,SYNTH_RTO_DB
V008971,MH12DL7127,Car,Maruti Suzuki,Baleno,Grey,2022-12-19,P002881,P005813,Transferred,Active,SYNTH_RTO_DB
V008972,MH12DL7264,Motorcycle,Bajaj,Pulsar,Grey,2010-05-09,P001100,P001100,Active,Active,SYNTH_FIELD_DB
V008973,MH12DL7301,Car,Hyundai,Creta,Black,2013-08-14,P000658,P000658,Active,Active,SYNTH_RTO_DB
V008974,MH12DL7438,Car,Toyota,Innova,White,2023-09-11,P005933,P005933,Inactive,Active,SYNTH_INSURANCE_DB
V008975,MH12DL7575,Scooter,TVS,Jupiter,Blue,2016-11-10,P005269,P000758,Transferred,Active,SYNTH_FIELD_DB
V008976,MH12DL7612,Commercial,Mahindra,Bolero Pickup,Grey,2025-11-23,P004608,P004608,Active,Active,SYNTH_INSURANCE_DB
V008977,MH12DL7749,Scooter,Honda,Activa,Blue,2015-03-20,P002043,P002043,Active,Active,SYNTH_RTO_DB
V008978,MH12DL7886,Auto,Bajaj,RE,Green,2018-09-23,P005055,P005055,Active,Expired,SYNTH_INSURANCE_DB
V008979,MH12DL7923,Car,Maruti Suzuki,Swift,Silver,2019-06-05,P004789,P004789,Active,Not Available,SYNTH_FIELD_DB
V008980,MH12DL8060,Car,Maruti Suzuki,Baleno,Green,2012-02-21,P005901,P000806,Transferred,Active,SYNTH_RTO_DB
V008981,MH12DL8197,Car,Hyundai,i20,Silver,2013-11-15,P005473,P005473,Active,Active,SYNTH_FIELD_DB
V008982,MH12DL8234,Car,Hyundai,i20,Red,2022-09-14,P001419,P001419,Active,Active,SYNTH_INSURANCE_DB
V008983,MH12DL8371,Car,Mahindra,XUV300,Red,2024-11-13,P001135,P006494,Transferred,Active,SYNTH_FIELD_DB
V008984,MH12DL8408,Car,Maruti Suzuki,Baleno,White,2018-02-19,P000536,P000536,Active,Active,SYNTH_VEHICLE_REGISTRY
V008985,MH12DL8545,Motorcycle,Honda,Shine,Silver,2010-03-26,P006455,P006455,Active,Expired,SYNTH_VEHICLE_REGISTRY
V008986,MH12DL8682,Commercial,Mahindra,Bolero Pickup,Brown,2024-03-05,P005567,P006992,Transferred,Expired,SYNTH_VEHICLE_REGISTRY
V008987,MH12DL8719,Scooter,Honda,Activa,Silver,2017-12-21,P002475,P002475,Stolen,Active,SYNTH_INSURANCE_DB
V008988,MH12DL8856,Motorcycle,Bajaj,Pulsar,White,2021-01-13,P000849,P000849,Active,Expired,SYNTH_INSURANCE_DB
V008989,MH12DL8993,Car,Hyundai,i20,Black,2013-09-10,P005323,P005323,Active,Active,SYNTH_FIELD_DB
V008990,MH12DL9030,Motorcycle,Honda,Shine,Brown,2022-08-11,P000174,P000174,Inactive,Active,SYNTH_VEHICLE_REGISTRY
V008991,MH12DL9167,Car,Tata,Nexon,Green,2024-01-21,P003067,P003067,Scrapped,Active,SYNTH_RTO_DB
V008992,MH12DL9204,Car,Toyota,Innova,Silver,2021-08-22,P005383,P005383,Active,Expired,SYNTH_INSURANCE_DB
V008993,MH12DL9341,Car,Mahindra,XUV300,White,2017-04-13,P000451,P004215,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V008994,MH12DL9478,Commercial,Tata,Ace,Silver,2010-07-24,P006562,P000108,Transferred,Active,SYNTH_FIELD_DB
V008995,MH12DL9515,Motorcycle,Honda,Shine,White,2010-04-21,P004708,P004708,Stolen,Active,SYNTH_RTO_DB
V008996,MH12DL9652,Motorcycle,Bajaj,Pulsar,Silver,2019-12-22,P006068,P006068,Active,Expired,SYNTH_RTO_DB
V008997,MH12DL9789,Car,Hyundai,i20,Brown,2019-12-07,P006175,P006175,Active,Active,SYNTH_INSURANCE_DB
V008998,MH12DL9826,Motorcycle,Bajaj,Pulsar,Green,2016-05-05,P001992,P001992,Active,Active,SYNTH_FIELD_DB
V008999,MH12DL9963,Car,Maruti Suzuki,Baleno,Brown,2019-08-14,P003105,P003105,Inactive,Active,SYNTH_INSURANCE_DB
V009000,MH12DM0000,Car,Hyundai,Creta,Black,2017-09-15,P000816,P001033,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V009001,MH12DM0137,Motorcycle,Honda,Shine,Grey,2025-12-09,P001603,P001603,Scrapped,Expired,SYNTH_FIELD_DB
V009002,MH12DM0274,Motorcycle,Bajaj,Pulsar,White,2021-10-26,P002551,P006595,Transferred,Active,SYNTH_FIELD_DB
V009003,MH12DM0311,Motorcycle,Honda,Shine,Blue,2020-02-23,P000936,P000936,Active,Active,SYNTH_RTO_DB
V009004,MH12DM0448,Commercial,Mahindra,Bolero Pickup,Brown,2011-09-25,P003515,P003515,Inactive,Expired,SYNTH_FIELD_DB
V009005,MH12DM0585,Auto,Bajaj,RE,Blue,2022-06-29,P005071,P005071,Scrapped,Expired,SYNTH_VEHICLE_REGISTRY
V009006,MH12DM0622,Car,Mahindra,XUV300,Grey,2015-11-04,P006135,P006135,Inactive,Active,SYNTH_RTO_DB
V009007,MH12DM0759,Car,Mahindra,XUV300,Red,2018-01-20,P003500,P003500,Active,Expired,SYNTH_INSURANCE_DB
V009008,MH12DM0896,Motorcycle,Hero,Splendor Plus,White,2017-08-22,P006908,P006908,Active,Expired,SYNTH_FIELD_DB
V009009,MH12DM0933,Commercial,Mahindra,Bolero Pickup,Blue,2012-05-06,P006641,P006641,Inactive,Active,SYNTH_INSURANCE_DB
V009010,MH12DM1070,Car,Tata,Nexon,Green,2012-05-03,P001237,P001237,Active,Not Available,SYNTH_VEHICLE_REGISTRY
V009011,MH12DM1107,Car,Maruti Suzuki,Swift,Green,2018-12-25,P003641,P003641,Active,Active,SYNTH_RTO_DB
V009012,MH12DM1244,Motorcycle,Bajaj,Pulsar,White,2020-08-15,P003839,P003839,Inactive,Active,SYNTH_RTO_DB
V009013,MH12DM1381,Motorcycle,Honda,Shine,White,2019-05-02,P000912,P000912,Active,Active,SYNTH_VEHICLE_REGISTRY
V009014,MH12DM1418,Car,Maruti Suzuki,Baleno,Silver,2020-01-21,P001536,P001536,Scrapped,Active,SYNTH_FIELD_DB
V009015,MH12DM1555,Car,Maruti Suzuki,Baleno,Black,2010-11-03,P002710,P002710,Inactive,Active,SYNTH_FIELD_DB
V009016,MH12DM1692,Car,Hyundai,i20,Grey,2015-08-13,P006056,P006056,Active,Active,SYNTH_VEHICLE_REGISTRY
V009017,MH12DM1729,Auto,Bajaj,RE,White,2011-04-13,P004334,P004334,Active,Active,SYNTH_RTO_DB
V009018,MH12DM1866,Scooter,Suzuki,Access,Black,2011-11-25,P000179,P006114,Transferred,Active,SYNTH_RTO_DB
V009019,MH12DM1903,Car,Tata,Nexon,Blue,2017-12-16,P004756,P004756,Active,Active,SYNTH_VEHICLE_REGISTRY
V009020,MH12DM2040,Car,Maruti Suzuki,Swift,Brown,2014-05-05,P000154,P000154,Active,Active,SYNTH_RTO_DB
V009021,MH12DM2177,Car,Maruti Suzuki,Baleno,Grey,2013-01-09,P001255,P001255,Active,Active,SYNTH_VEHICLE_REGISTRY
V009022,MH12DM2214,Auto,Bajaj,RE,Brown,2019-12-16,P003436,P002884,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V009023,MH12DM2351,Car,Hyundai,Creta,Silver,2023-06-07,P004503,P004503,Active,Active,SYNTH_INSURANCE_DB
V009024,MH12DM2488,Car,Maruti Suzuki,Swift,Silver,2019-04-24,P003998,P004972,Transferred,Active,SYNTH_FIELD_DB
V009025,MH12DM2525,Motorcycle,Hero,Splendor Plus,Silver,2022-08-05,P000596,P000596,Active,Active,SYNTH_RTO_DB
V009026,MH12DM2662,Scooter,Honda,Activa,Silver,2012-06-30,P001714,P001714,Active,Expired,SYNTH_INSURANCE_DB
V009027,MH12DM2799,Car,Toyota,Innova,White,2012-07-07,P003863,P003863,Scrapped,Expired,SYNTH_VEHICLE_REGISTRY
V009028,MH12DM2836,Commercial,Tata,Ace,White,2018-09-25,P004594,P003930,Transferred,Active,SYNTH_FIELD_DB
V009029,MH12DM2973,Commercial,Tata,Ace,Grey,2013-01-12,P005377,P005377,Active,Expired,SYNTH_FIELD_DB
V009030,MH12DM3010,Scooter,TVS,Jupiter,White,2017-12-02,P000398,P000398,Active,Active,SYNTH_FIELD_DB
V009031,MH12DM3147,Car,Hyundai,i20,Red,2018-05-27,P006427,P006427,Active,Active,SYNTH_FIELD_DB
V009032,MH12DM3284,Car,Mahindra,XUV300,Red,2019-08-25,P001064,P006009,Transferred,Active,SYNTH_RTO_DB
V009033,MH12DM3321,Car,Toyota,Innova,Blue,2014-11-01,P004908,P001569,Transferred,Active,SYNTH_RTO_DB
V009034,MH12DM3458,Scooter,TVS,Jupiter,Red,2015-10-23,P003088,P006803,Transferred,Active,SYNTH_RTO_DB
V009035,MH12DM3595,Car,Hyundai,Creta,Blue,2023-05-17,P003436,P003436,Active,Expired,SYNTH_INSURANCE_DB
V009036,MH12DM3632,Scooter,Honda,Activa,Brown,2011-01-01,P001361,P000452,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V009037,MH12DM3769,Motorcycle,Hero,Splendor Plus,Brown,2013-09-19,P002489,P002489,Active,Active,SYNTH_FIELD_DB
V009038,MH12DM3806,Commercial,Tata,Ace,Black,2019-08-20,P000090,P001528,Transferred,Expired,SYNTH_VEHICLE_REGISTRY
V009039,MH12DM3943,Motorcycle,Bajaj,Pulsar,Brown,2018-12-08,P002073,P002073,Inactive,Active,SYNTH_RTO_DB
V009040,MH12DM4080,Scooter,Honda,Activa,Grey,2019-06-10,P003447,P003447,Active,Active,SYNTH_RTO_DB
V009041,MH12DM4117,Motorcycle,Bajaj,Pulsar,Silver,2019-05-09,P002578,P002578,Active,Active,SYNTH_VEHICLE_REGISTRY
V009042,MH12DM4254,Car,Maruti Suzuki,Baleno,Silver,2026-03-08,P000604,P000604,Active,Active,SYNTH_INSURANCE_DB
V009043,MH12DM4391,Motorcycle,Hero,Splendor Plus,Brown,2021-05-22,P004055,P002912,Transferred,Active,SYNTH_INSURANCE_DB
V009044,MH12DM4428,Car,Tata,Nexon,Grey,2018-09-17,P004064,P004064,Active,Active,SYNTH_RTO_DB
V009045,MH12DM4565,Car,Mahindra,XUV300,Black,2012-08-02,P004289,P001911,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V009046,MH12DM4602,Commercial,Tata,Ace,Brown,2018-01-05,P002785,P002785,Active,Expired,SYNTH_VEHICLE_REGISTRY
V009047,MH12DM4739,Car,Maruti Suzuki,Baleno,Silver,2025-05-16,P006157,P006586,Transferred,Active,SYNTH_INSURANCE_DB
V009048,MH12DM4876,Motorcycle,Honda,Shine,Grey,2012-12-13,P005104,P005104,Active,Expired,SYNTH_RTO_DB
V009049,MH12DM4913,Car,Maruti Suzuki,Swift,Grey,2026-05-18,P002473,P002473,Active,Active,SYNTH_RTO_DB
V009050,MH12DM5050,Scooter,Suzuki,Access,Grey,2010-06-17,P000234,P000234,Active,Expired,SYNTH_FIELD_DB
V009051,MH12DM5187,Scooter,Suzuki,Access,Grey,2011-12-23,P003770,P003770,Active,Active,SYNTH_VEHICLE_REGISTRY
V009052,MH12DM5224,Scooter,Honda,Activa,Silver,2019-08-30,P006839,P001776,Transferred,Expired,SYNTH_INSURANCE_DB
V009053,MH12DM5361,Car,Hyundai,Creta,Red,2022-08-14,P006325,P006325,Inactive,Not Available,SYNTH_FIELD_DB
V009054,MH12DM5498,Commercial,Tata,Ace,Red,2012-03-28,P006455,P006455,Active,Expired,SYNTH_FIELD_DB
V009055,MH12DM5535,Car,Maruti Suzuki,Baleno,Green,2015-07-27,P000535,P000535,Active,Active,SYNTH_FIELD_DB
V009056,MH12DM5672,Scooter,Honda,Activa,Red,2014-12-23,P002260,P002260,Active,Active,SYNTH_FIELD_DB
V009057,MH12DM5709,Car,Hyundai,i20,Blue,2017-08-30,P000949,P000949,Active,Expired,SYNTH_VEHICLE_REGISTRY
V009058,MH12DM5846,Commercial,Tata,Ace,Red,2017-03-28,P002194,P002194,Active,Active,SYNTH_INSURANCE_DB
V009059,MH12DM5983,Car,Mahindra,XUV300,White,2020-04-06,P005063,P002762,Transferred,Active,SYNTH_INSURANCE_DB
V009060,MH12DM6020,Motorcycle,Honda,Shine,Green,2013-06-28,P004384,P004384,Stolen,Active,SYNTH_RTO_DB
V009061,MH12DM6157,Scooter,Suzuki,Access,Black,2014-03-06,P006824,P001942,Transferred,Expired,SYNTH_FIELD_DB
V009062,MH12DM6294,Auto,Bajaj,RE,Brown,2017-07-11,P000120,P001258,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V009063,MH12DM6331,Commercial,Mahindra,Bolero Pickup,Silver,2016-12-02,P002031,P000245,Transferred,Active,SYNTH_RTO_DB
V009064,MH12DM6468,Scooter,Suzuki,Access,Green,2026-07-26,P001387,P005864,Transferred,Active,SYNTH_FIELD_DB
V009065,MH12DM6505,Scooter,Suzuki,Access,Black,2025-04-18,P006565,P006565,Active,Expired,SYNTH_FIELD_DB
V009066,MH12DM6642,Commercial,Tata,Ace,Grey,2017-08-02,P006697,P006697,Inactive,Active,SYNTH_FIELD_DB
V009067,MH12DM6779,Scooter,Suzuki,Access,Black,2020-11-22,P006122,P004646,Transferred,Expired,SYNTH_FIELD_DB
V009068,MH12DM6816,Commercial,Tata,Ace,Grey,2026-08-14,P005068,P001755,Transferred,Expired,SYNTH_INSURANCE_DB
V009069,MH12DM6953,Motorcycle,Hero,Splendor Plus,Silver,2013-01-01,P003990,P000626,Transferred,Not Available,SYNTH_INSURANCE_DB
V009070,MH12DM7090,Motorcycle,Honda,Shine,Silver,2021-07-12,P004040,P004040,Active,Active,SYNTH_RTO_DB
V009071,MH12DM7127,Car,Maruti Suzuki,Baleno,Black,2010-12-24,P003076,P003076,Inactive,Active,SYNTH_FIELD_DB
V009072,MH12DM7264,Commercial,Tata,Ace,Red,2010-09-03,P000398,P000398,Inactive,Active,SYNTH_FIELD_DB
V009073,MH12DM7301,Motorcycle,Hero,Splendor Plus,Blue,2015-08-14,P004969,P004969,Active,Active,SYNTH_VEHICLE_REGISTRY
V009074,MH12DM7438,Scooter,Honda,Activa,Blue,2025-09-06,P003953,P003953,Active,Expired,SYNTH_FIELD_DB
V009075,MH12DM7575,Motorcycle,Honda,Shine,Green,2011-05-16,P004967,P004967,Active,Expired,SYNTH_RTO_DB
V009076,MH12DM7612,Car,Hyundai,Creta,Green,2011-03-26,P002802,P002802,Active,Active,SYNTH_RTO_DB
V009077,MH12DM7749,Car,Toyota,Innova,White,2016-07-04,P003761,P003761,Active,Active,SYNTH_FIELD_DB
V009078,MH12DM7886,Commercial,Tata,Ace,Brown,2011-04-02,P005060,P005060,Active,Active,SYNTH_FIELD_DB
V009079,MH12DM7923,Car,Maruti Suzuki,Swift,Green,2020-06-09,P006918,P006918,Active,Expired,SYNTH_RTO_DB
V009080,MH12DM8060,Car,Toyota,Innova,Blue,2014-05-30,P006432,P003622,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V009081,MH12DM8197,Car,Maruti Suzuki,Swift,Red,2025-10-12,P004705,P004705,Active,Active,SYNTH_RTO_DB
V009082,MH12DM8234,Scooter,TVS,Jupiter,Grey,2016-12-14,P003419,P001822,Transferred,Active,SYNTH_RTO_DB
V009083,MH12DM8371,Scooter,TVS,Jupiter,Silver,2010-12-21,P003960,P003960,Active,Active,SYNTH_INSURANCE_DB
V009084,MH12DM8408,Commercial,Tata,Ace,Brown,2020-06-19,P001489,P001489,Active,Active,SYNTH_RTO_DB
V009085,MH12DM8545,Commercial,Mahindra,Bolero Pickup,Brown,2013-05-24,P004915,P004915,Active,Active,SYNTH_FIELD_DB
V009086,MH12DM8682,Car,Mahindra,XUV300,Brown,2014-09-06,P005227,P005227,Inactive,Expired,SYNTH_INSURANCE_DB
V009087,MH12DM8719,Motorcycle,Honda,Shine,Brown,2014-05-24,P003460,P006609,Transferred,Active,SYNTH_INSURANCE_DB
V009088,MH12DM8856,Motorcycle,Hero,Splendor Plus,Blue,2025-12-09,P002265,P002265,Active,Active,SYNTH_RTO_DB
V009089,MH12DM8993,Car,Toyota,Innova,Brown,2015-12-21,P000281,P000281,Active,Active,SYNTH_INSURANCE_DB
V009090,MH12DM9030,Auto,Bajaj,RE,Brown,2014-01-07,P006926,P005423,Transferred,Active,SYNTH_FIELD_DB
V009091,MH12DM9167,Scooter,TVS,Jupiter,Red,2011-06-24,P001296,P001296,Active,Active,SYNTH_FIELD_DB
V009092,MH12DM9204,Motorcycle,Bajaj,Pulsar,Red,2012-02-05,P001128,P001128,Active,Expired,SYNTH_RTO_DB
V009093,MH12DM9341,Auto,Bajaj,RE,Red,2016-04-14,P003150,P006373,Transferred,Active,SYNTH_FIELD_DB
