evidence_id,case_id,evidence_type,file_name,file_path,source,collected_by,collection_timestamp,original_hash_sha256,current_hash_sha256,integrity_status,chain_of_custody_id,access_level,created_at
EVD0007488,C002344,CCTV,evd0007488_cctv.mp4,/synthetic-evidence/C002344/evd0007488_cctv.mp4,SYNTH_CDR_SYSTEM,IO0158,2020-06-25 10:39:23,33794a0531bee6245c8679520b5e7628eac2dd1a096d472bde08ce3289b36e86,33794a0531bee6245c8679520b5e7628eac2dd1a096d472bde08ce3289b36e86,Intact,COC0007488,Internal,2020-06-26 05:22:23
EVD0007489,C004600,Report,evd0007489_report.pdf,/synthetic-evidence/C004600/evd0007489_report.pdf,SYNTH_DOCUMENT_SYSTEM,IO0043,2022-06-02 05:46:07,af8d5a14ffd9b9c398d26683b3dacf25069cbc07baf4ff73c7df8677257d5762,af8d5a14ffd9b9c398d26683b3dacf25069cbc07baf4ff73c7df8677257d5762,Intact,COC0007489,Highly Restricted,2022-06-02 10:04:07
EVD0007490,C008507,LocationRecord,evd0007490_locationrecord.json,/synthetic-evidence/C008507/evd0007490_locationrecord.json,SYNTH_CDR_SYSTEM,IO0121,2023-08-09 03:09:26,ce20a3f7179232e3d46b83deb8d4a66ed97cefd57f13dca418d5ff3872246a6f,ce20a3f7179232e3d46b83deb8d4a66ed97cefd57f13dca418d5ff3872246a6f,Intact,COC0007490,Highly Restricted,2023-08-09 20:34:26
EVD0007491,C009414,FIR,evd0007491_fir.pdf,/synthetic-evidence/C009414/evd0007491_fir.pdf,SYNTH_BANK_SYSTEM,IO0313,2020-06-30 15:42:22,9ac8caba6e5a0ff671cc6c64ebc32394bc176ce1d9c4e0b60f4113318ff510a4,9ac8caba6e5a0ff671cc6c64ebc32394bc176ce1d9c4e0b60f4113318ff510a4,Intact,COC0007491,Confidential,2020-07-01 12:26:22
EVD0007492,C000319,FinancialRecord,evd0007492_financialrecord.csv,/synthetic-evidence/C000319/evd0007492_financialrecord.csv,SYNTH_CDR_SYSTEM,IO0285,2024-05-04 04:58:58,b4076df257f33be29568858f3b04078171e19e4eeb9bf07b340d37bb6a357cae,b4076df257f33be29568858f3b04078171e19e4eeb9bf07b340d37bb6a357cae,Intact,COC0007492,Highly Restricted,2024-05-04 16:02:58
EVD0007493,C007374,FinancialRecord,evd0007493_financialrecord.csv,/synthetic-evidence/C007374/evd0007493_financialrecord.csv,SYNTH_POLICE_RECORDS,IO0197,2020-03-14 17:39:15,0f6d3e7b7f62a20656e1d0778a86910530a224a6c4d4970b4f71790999f71b64,0f6d3e7b7f62a20656e1d0778a86910530a224a6c4d4970b4f71790999f71b64,Intact,COC0007493,Internal,2020-03-15 07:01:15
EVD0007494,C001432,CDR,evd0007494_cdr.csv,/synthetic-evidence/C001432/evd0007494_cdr.csv,SYNTH_DOCUMENT_SYSTEM,IO0304,2021-12-11 04:52:36,f43827ab4d6b6a578d2b7d5249664f8bf370ac9a887d7c844bccd980dbca565e,f43827ab4d6b6a578d2b7d5249664f8bf370ac9a887d7c844bccd980dbca565e,Intact,COC0007494,Confidential,2021-12-11 13:37:36
EVD0007495,C009883,LocationRecord,evd0007495_locationrecord.json,/synthetic-evidence/C009883/evd0007495_locationrecord.json,SYNTH_DOCUMENT_SYSTEM,IO0187,2026-05-01 12:13:27,2376e275e9d356782dd7e3742b38c97fc973df52cfd2af8a686b036b1bd8d586,2376e275e9d356782dd7e3742b38c97fc973df52cfd2af8a686b036b1bd8d586,Intact,COC0007495,Highly Restricted,2026-05-02 03:19:27
EVD0007496,C001343,VehicleRecord,evd0007496_vehiclerecord.pdf,/synthetic-evidence/C001343/evd0007496_vehiclerecord.pdf,SYNTH_DOCUMENT_SYSTEM,IO0149,2021-12-12 21:43:46,f6c128e904f6c5ada16543406adc96e54b204d9e0e9145e116dccd988a36580d,f6c128e904f6c5ada16543406adc96e54b204d9e0e9145e116dccd988a36580d,Intact,COC0007496,Highly Restricted,2021-12-13 01:25:46
EVD0007497,C004720,CCTV,evd0007497_cctv.mp4,/synthetic-evidence/C004720/evd0007497_cctv.mp4,SYNTH_BANK_SYSTEM,IO0079,2022-05-05 12:02:42,4d4184ba71ef4a9fb7e07256e6e096707d464ea0a834e8607e5f2cad8e224944,4d4184ba71ef4a9fb7e07256e6e096707d464ea0a834e8607e5f2cad8e224944,Intact,COC0007497,Restricted,2022-05-05 20:10:42
EVD0007498,C001770,Audio,evd0007498_audio.wav,/synthetic-evidence/C001770/evd0007498_audio.wav,SYNTH_DOCUMENT_SYSTEM,IO0076,2024-03-09 02:59:12,4a8b27078ed2c441ec2b19657e5dadd3b4a3d7bfd654db202dc57d3f862dc662,4a8b27078ed2c441ec2b19657e5dadd3b4a3d7bfd654db202dc57d3f862dc662,Intact,COC0007498,Internal,2024-03-09 22:03:12
EVD0007499,C000099,Document,evd0007499_document.pdf,/synthetic-evidence/C000099/evd0007499_document.pdf,SYNTH_LOCATION_SYSTEM,IO0075,2019-03-29 22:05:50,aafd1cfca591720dc761e2d36e3c7b06191df73c183a72eca2cedd04afa75eeb,aafd1cfca591720dc761e2d36e3c7b06191df73c183a72eca2cedd04afa75eeb,Intact,COC0007499,Confidential,2019-03-30 11:59:50
EVD0007500,C009384,CDR,evd0007500_cdr.csv,/synthetic-evidence/C009384/evd0007500_cdr.csv,SYNTH_CDR_SYSTEM,IO0276,2020-09-09 11:35:23,04b2bf3e37b3eba760a358fb06a12024a6efedf7496033c80e4756b930755374,04b2bf3e37b3eba760a358fb06a12024a6efedf7496033c80e4756b930755374,Intact,COC0007500,Restricted,2020-09-10 03:50:23
EVD0007501,C004192,Image,evd0007501_image.jpg,/synthetic-evidence/C004192/evd0007501_image.jpg,SYNTH_LOCATION_SYSTEM,IO0309,2025-07-07 18:16:17,39aef5348f22116d18941638d081507f9e96c86eaa4537addb3a75053a3ada0c,39aef5348f22116d18941638d081507f9e96c86eaa4537addb3a75053a3ada0c,Intact,COC0007501,Internal,2025-07-07 19:31:17
EVD0007502,C003292,CCTV,evd0007502_cctv.mp4,/synthetic-evidence/C003292/evd0007502_cctv.mp4,SYNTH_RTO_SYSTEM,IO0195,2021-01-16 10:01:58,7297c95e5cf362b43081a5a6e6d57405772f40a5f34231008a094d7ed9a7e539,7297c95e5cf362b43081a5a6e6d57405772f40a5f34231008a094d7ed9a7e539,Intact,COC0007502,Confidential,2021-01-17 03:57:58
EVD0007503,C005367,CCTV,evd0007503_cctv.mp4,/synthetic-evidence/C005367/evd0007503_cctv.mp4,SYNTH_CCTV_SYSTEM,IO0049,2020-08-25 03:23:29,61f5792b0629822600bb560b2c46c890773283ee3ce7b7e8d4a29ba6f9a4d507,61f5792b0629822600bb560b2c46c890773283ee3ce7b7e8d4a29ba6f9a4d507,Intact,COC0007503,Confidential,2020-08-25 15:53:29
EVD0007504,C002283,Audio,evd0007504_audio.wav,/synthetic-evidence/C002283/evd0007504_audio.wav,SYNTH_POLICE_RECORDS,IO0181,2026-08-06 18:18:59,a6d83de00876f493bf353a7cb21deb0d3e1419dfbb16a43aead0a6c6371f1c06,a6d83de00876f493bf353a7cb21deb0d3e1419dfbb16a43aead0a6c6371f1c06,Intact,COC0007504,Internal,2026-08-06 21:53:59
EVD0007505,C005648,FinancialRecord,evd0007505_financialrecord.csv,/synthetic-evidence/C005648/evd0007505_financialrecord.csv,SYNTH_POLICE_RECORDS,IO0087,2020-03-06 02:16:07,fc492f3f9a2fe9c9d2958287a53a66faf301fe37f28f67b6f3c8e6dd8341fd83,fc492f3f9a2fe9c9d2958287a53a66faf301fe37f28f67b6f3c8e6dd8341fd83,Intact,COC0007505,Highly Restricted,2020-03-06 22:36:07
EVD0007506,C002743,CDR,evd0007506_cdr.csv,/synthetic-evidence/C002743/evd0007506_cdr.csv,SYNTH_LOCATION_SYSTEM,IO0233,2020-03-03 16:58:31,859b7911b4630029cbe9a2a83280bca9850d7314aebd98be4df0b379bb247dea,859b7911b4630029cbe9a2a83280bca9850d7314aebd98be4df0b379bb247dea,Intact,COC0007506,Highly Restricted,2020-03-03 23:11:31
EVD0007507,C001777,Audio,evd0007507_audio.wav,/synthetic-evidence/C001777/evd0007507_audio.wav,SYNTH_DOCUMENT_SYSTEM,IO0093,2019-11-15 02:41:55,a5fc2f5727f6cb33c03252fb7bcfc5503b8835d9d549dee4591a0196fb402157,a5fc2f5727f6cb33c03252fb7bcfc5503b8835d9d549dee4591a0196fb402157,Intact,COC0007507,Confidential,2019-11-15 08:12:55
EVD0007508,C004253,Report,evd0007508_report.pdf,/synthetic-evidence/C004253/evd0007508_report.pdf,SYNTH_POLICE_RECORDS,IO0291,2020-10-18 12:18:08,ecd38c797ad15968a0f32810d50c24f72810d5abf5b0628069955a5e7f6b3b2e,ecd38c797ad15968a0f32810d50c24f72810d5abf5b0628069955a5e7f6b3b2e,Intact,COC0007508,Restricted,2020-10-18 14:41:08
EVD0007509,C008333,LocationRecord,evd0007509_locationrecord.json,/synthetic-evidence/C008333/evd0007509_locationrecord.json,SYNTH_CCTV_SYSTEM,IO0277,2020-06-22 18:56:05,0908d79cffc0f273e91d35031e2f50a6c8f30543b8b386f86cd7ab9f5cd153ba,0908d79cffc0f273e91d35031e2f50a6c8f30543b8b386f86cd7ab9f5cd153ba,Intact,COC0007509,Restricted,2020-06-23 16:55:05
EVD0007510,C003428,Report,evd0007510_report.pdf,/synthetic-evidence/C003428/evd0007510_report.pdf,SYNTH_LOCATION_SYSTEM,IO0221,2024-07-18 03:25:09,7c33a839a18641d16e77cb9c08ff26f9a0dc353630cd09e15dfc9c7714ca71d8,7c33a839a18641d16e77cb9c08ff26f9a0dc353630cd09e15dfc9c7714ca71d8,Intact,COC0007510,Confidential,2024-07-18 20:25:09
EVD0007511,C007592,VehicleRecord,evd0007511_vehiclerecord.pdf,/synthetic-evidence/C007592/evd0007511_vehiclerecord.pdf,SYNTH_CCTV_SYSTEM,IO0201,2020-01-22 10:18:33,a6c3f0424658810396fe02919b1ef15f1480d015f85eacd09f2a0c347713f5f6,a6c3f0424658810396fe02919b1ef15f1480d015f85eacd09f2a0c347713f5f6,Intact,COC0007511,Restricted,2020-01-23 08:34:33
EVD0007512,C003667,Image,evd0007512_image.jpg,/synthetic-evidence/C003667/evd0007512_image.jpg,SYNTH_LOCATION_SYSTEM,IO0122,2022-10-26 07:59:36,f21265b561215c7d98b5f61c47679db8707b4d295f5263d4a97ed31fc6bcb5a9,f21265b561215c7d98b5f61c47679db8707b4d295f5263d4a97ed31fc6bcb5a9,Intact,COC0007512,Restricted,2022-10-26 09:34:36
EVD0007513,C001936,FinancialRecord,evd0007513_financialrecord.csv,/synthetic-evidence/C001936/evd0007513_financialrecord.csv,SYNTH_LOCATION_SYSTEM,IO0084,2021-01-15 21:51:00,42960653f551a407ac43d10b5af9fe8cd6b842bc459f1a0fb154c187b85aa8c3,42960653f551a407ac43d10b5af9fe8cd6b842bc459f1a0fb154c187b85aa8c3,Intact,COC0007513,Confidential,2021-01-16 18:36:00
EVD0007514,C009983,VehicleRecord,evd0007514_vehiclerecord.pdf,/synthetic-evidence/C009983/evd0007514_vehiclerecord.pdf,SYNTH_LOCATION_SYSTEM,IO0289,2024-07-10 11:51:25,7d8a6a5f2b0fa258d06a53e331fd9b2800ef8cf8f5dba8ab9596b25a62bcb932,7d8a6a5f2b0fa258d06a53e331fd9b2800ef8cf8f5dba8ab9596b25a62bcb932,Intact,COC0007514,Restricted,2024-07-10 16:02:25
EVD0007515,C000960,VehicleRecord,evd0007515_vehiclerecord.pdf,/synthetic-evidence/C000960/evd0007515_vehiclerecord.pdf,SYNTH_DOCUMENT_SYSTEM,IO0123,2026-07-27 09:34:08,28628cab664376a48a065ad4565369fef5badc6577e8f2eb2f7aafde90b826c6,28628cab664376a48a065ad4565369fef5badc6577e8f2eb2f7aafde90b826c6,Intact,COC0007515,Highly Restricted,2026-07-27 12:10:08
EVD0007516,C002217,FinancialRecord,evd0007516_financialrecord.csv,/synthetic-evidence/C002217/evd0007516_financialrecord.csv,SYNTH_BANK_SYSTEM,IO0148,2021-10-13 19:54:23,8395d9c9b11b801b2937ade1f0fd7527ff1c5f0a5226882bd4bd18b8a63984dc,8395d9c9b11b801b2937ade1f0fd7527ff1c5f0a5226882bd4bd18b8a63984dc,Intact,COC0007516,Internal,2021-10-14 19:29:23
EVD0007517,C002469,FinancialRecord,evd0007517_financialrecord.csv,/synthetic-evidence/C002469/evd0007517_financialrecord.csv,SYNTH_BANK_SYSTEM,IO0054,2022-11-07 11:34:41,a501af6844435dd5064e8c2c5038990a29add53191719c828606ffe819e69e1f,a501af6844435dd5064e8c2c5038990a29add53191719c828606ffe819e69e1f,Intact,COC0007517,Restricted,2022-11-07 13:05:41
EVD0007518,C003937,FIR,evd0007518_fir.pdf,/synthetic-evidence/C003937/evd0007518_fir.pdf,SYNTH_CDR_SYSTEM,IO0011,2020-07-16 03:47:18,3d7aa830cec958d5b623e228129b85691eb43213cccb0cdb6acaded977a47d81,3d7aa830cec958d5b623e228129b85691eb43213cccb0cdb6acaded977a47d81,Intact,COC0007518,Internal,2020-07-16 08:03:18
EVD0007519,C002149,CCTV,evd0007519_cctv.mp4,/synthetic-evidence/C002149/evd0007519_cctv.mp4,SYNTH_POLICE_RECORDS,IO0196,2022-04-08 00:46:20,80ea163cdbca9053dcdb267c27f515d8f2d5b53ef415c1c69c57d7e294c43456,80ea163cdbca9053dcdb267c27f515d8f2d5b53ef415c1c69c57d7e294c43456,Intact,COC0007519,Restricted,2022-04-08 22:59:20
EVD0007520,C001334,LocationRecord,evd0007520_locationrecord.json,/synthetic-evidence/C001334/evd0007520_locationrecord.json,SYNTH_DOCUMENT_SYSTEM,IO0339,2022-05-27 02:26:55,9c9fb64df68fd03a0fda948e20a60dec6849105e87a3ea40c5330761b1dc96ec,9c9fb64df68fd03a0fda948e20a60dec6849105e87a3ea40c5330761b1dc96ec,Intact,COC0007520,Internal,2022-05-27 23:07:55
EVD0007521,C006149,CCTV,evd0007521_cctv.mp4,/synthetic-evidence/C006149/evd0007521_cctv.mp4,SYNTH_CDR_SYSTEM,IO0184,2019-01-28 01:54:02,c3e968be2daf2ab8167a85d7e80f0fbb461ee6caebee9f40ffc75e168dbb4eb7,c3e968be2daf2ab8167a85d7e80f0fbb461ee6caebee9f40ffc75e168dbb4eb7,Intact,COC0007521,Confidential,2019-01-28 11:31:02
EVD0007522,C007537,CCTV,evd0007522_cctv.mp4,/synthetic-evidence/C007537/evd0007522_cctv.mp4,SYNTH_CDR_SYSTEM,IO0021,2023-06-26 23:15:39,95ac093c328a31b1bceaad0e15fc070f8e9e8080d6bd93f1cf09f5a18fdefe7e,95ac093c328a31b1bceaad0e15fc070f8e9e8080d6bd93f1cf09f5a18fdefe7e,Intact,COC0007522,Highly Restricted,2023-06-27 05:58:39
EVD0007523,C007335,Report,evd0007523_report.pdf,/synthetic-evidence/C007335/evd0007523_report.pdf,SYNTH_CDR_SYSTEM,IO0203,2023-04-21 10:20:01,656c9108b155ee6582ecb8692eb5f397ce961bcdc253b61ea37cd9ea72313848,656c9108b155ee6582ecb8692eb5f397ce961bcdc253b61ea37cd9ea72313848,Intact,COC0007523,Restricted,2023-04-21 16:22:01
EVD0007524,C003294,Document,evd0007524_document.pdf,/synthetic-evidence/C003294/evd0007524_document.pdf,SYNTH_POLICE_RECORDS,IO0281,2026-01-03 09:26:41,d6faa232cfbf55ad8e004c0795b69a1cf114592654c7f33bd25fe2c7b62eeadd,d6faa232cfbf55ad8e004c0795b69a1cf114592654c7f33bd25fe2c7b62eeadd,Intact,COC0007524,Confidential,2026-01-04 06:15:41
EVD0007525,C004206,Audio,evd0007525_audio.wav,/synthetic-evidence/C004206/evd0007525_audio.wav,SYNTH_LOCATION_SYSTEM,IO0057,2026-03-30 18:19:17,2d3f5cf59e66a279c906218cb351c5888de13b6738c4b0efe41ca43c651f76eb,2d3f5cf59e66a279c906218cb351c5888de13b6738c4b0efe41ca43c651f76eb,Intact,COC0007525,Confidential,2026-03-31 15:04:17
EVD0007526,C005228,FIR,evd0007526_fir.pdf,/synthetic-evidence/C005228/evd0007526_fir.pdf,SYNTH_LOCATION_SYSTEM,IO0190,2026-06-29 07:16:17,4b5fc29bbb8f4e0d7d5dcc31d92f867b32a694fb494192880e88a52b8b376204,4b5fc29bbb8f4e0d7d5dcc31d92f867b32a694fb494192880e88a52b8b376204,Intact,COC0007526,Confidential,2026-06-29 22:29:17
EVD0007527,C001040,Audio,evd0007527_audio.wav,/synthetic-evidence/C001040/evd0007527_audio.wav,SYNTH_POLICE_RECORDS,IO0075,2020-01-05 01:27:05,b2b1eef4bfda43562bdce19b6f43e96d42bd5b745526a1d1de3697431eee0837,b2b1eef4bfda43562bdce19b6f43e96d42bd5b745526a1d1de3697431eee0837,Intact,COC0007527,Confidential,2020-01-05 03:45:05
EVD0007528,C001037,FinancialRecord,evd0007528_financialrecord.csv,/synthetic-evidence/C001037/evd0007528_financialrecord.csv,SYNTH_RTO_SYSTEM,IO0194,2026-01-01 02:09:48,941e176dbb6fb84c67b87453088608c97c6681771cfd6cd7f20cbe90883b2fce,941e176dbb6fb84c67b87453088608c97c6681771cfd6cd7f20cbe90883b2fce,Intact,COC0007528,Confidential,2026-01-01 05:29:48
EVD0007529,C004867,FIR,evd0007529_fir.pdf,/synthetic-evidence/C004867/evd0007529_fir.pdf,SYNTH_CDR_SYSTEM,IO0188,2019-07-03 14:20:27,6405b3a1d45e3d9876f18b58c36e190308d9b20fb53d35a323ceb79ec29854a8,c70fd853037b764edd46f30b31a85fb2e43198a8b9dfc2f895ae47e336f2c33a,HashMismatch,COC0007529,Confidential,2019-07-04 06:30:27
EVD0007530,C002679,FinancialRecord,evd0007530_financialrecord.csv,/synthetic-evidence/C002679/evd0007530_financialrecord.csv,SYNTH_POLICE_RECORDS,IO0073,2022-02-11 16:05:22,07df13377e1b067fc2dec2907fcb163cb1eaf9ed06a9c37d0eeba1b4dc40e4f7,07df13377e1b067fc2dec2907fcb163cb1eaf9ed06a9c37d0eeba1b4dc40e4f7,Intact,COC0007530,Highly Restricted,2022-02-12 02:36:22
EVD0007531,C005575,FinancialRecord,evd0007531_financialrecord.csv,/synthetic-evidence/C005575/evd0007531_financialrecord.csv,SYNTH_POLICE_RECORDS,IO0264,2022-09-18 00:53:02,dc7af5ba60815da5674c10f8d01c4b6d27fcb91576108129dc779e69e2c315fe,dc7af5ba60815da5674c10f8d01c4b6d27fcb91576108129dc779e69e2c315fe,Intact,COC0007531,Highly Restricted,2022-09-18 06:10:02
EVD0007532,C002937,FinancialRecord,evd0007532_financialrecord.csv,/synthetic-evidence/C002937/evd0007532_financialrecord.csv,SYNTH_RTO_SYSTEM,IO0323,2024-06-28 04:20:36,8f8841ace9b8b953ff7b9070a136c7888d6f59c7cbaa8dc05e0ae99f0243ba84,8f8841ace9b8b953ff7b9070a136c7888d6f59c7cbaa8dc05e0ae99f0243ba84,Intact,COC0007532,Internal,2024-06-28 07:14:36
EVD0007533,C002257,Audio,evd0007533_audio.wav,/synthetic-evidence/C002257/evd0007533_audio.wav,SYNTH_DOCUMENT_SYSTEM,IO0196,2021-09-20 09:38:37,c3b05e765b9c83274e2ecccc40993e2a904a475e6948df0a359a5c3e9c30c37c,c3b05e765b9c83274e2ecccc40993e2a904a475e6948df0a359a5c3e9c30c37c,Intact,COC0007533,Internal,2021-09-20 18:02:37
EVD0007534,C002970,FinancialRecord,evd0007534_financialrecord.csv,/synthetic-evidence/C002970/evd0007534_financialrecord.csv,SYNTH_RTO_SYSTEM,IO0349,2022-03-20 21:51:04,e92bb5088b24faf50296ffddcaeb6b351e7c8e8e216fdb33b7ce68e40fe9ab8d,e92bb5088b24faf50296ffddcaeb6b351e7c8e8e216fdb33b7ce68e40fe9ab8d,Intact,COC0007534,Restricted,2022-03-21 08:50:04
EVD0007535,C006528,Document,evd0007535_document.pdf,/synthetic-evidence/C006528/evd0007535_document.pdf,SYNTH_LOCATION_SYSTEM,IO0060,2019-04-05 06:21:15,29309eb9d5683125285accf71b0671c3b90071290d63c6d7076528cf6ae70f1a,29309eb9d5683125285accf71b0671c3b90071290d63c6d7076528cf6ae70f1a,Intact,COC0007535,Restricted,2019-04-05 15:07:15
EVD0007536,C007513,Document,evd0007536_document.pdf,/synthetic-evidence/C007513/evd0007536_document.pdf,SYNTH_RTO_SYSTEM,IO0220,2019-07-27 10:44:20,b1678e4f3ab6abacff8d71ab46bd52f18642a71b8b14a36fcb473b283c7b4fed,b1678e4f3ab6abacff8d71ab46bd52f18642a71b8b14a36fcb473b283c7b4fed,Intact,COC0007536,Confidential,2019-07-27 20:15:20
EVD0007537,C001796,FIR,evd0007537_fir.pdf,/synthetic-evidence/C001796/evd0007537_fir.pdf,SYNTH_CDR_SYSTEM,IO0223,2020-04-27 03:55:11,05715f1fbea9c4c3fef268516abe3cec1b901c727d81d668b4195d79d30fd4bb,05715f1fbea9c4c3fef268516abe3cec1b901c727d81d668b4195d79d30fd4bb,Intact,COC0007537,Highly Restricted,2020-04-28 01:46:11
EVD0007538,C009895,CDR,evd0007538_cdr.csv,/synthetic-evidence/C009895/evd0007538_cdr.csv,SYNTH_LOCATION_SYSTEM,IO0247,2020-08-18 22:20:14,f8a61bc35387b9505dd55fda12cc09c9972c93a1da6d7ce4c6e7832ace61e0c0,f8a61bc35387b9505dd55fda12cc09c9972c93a1da6d7ce4c6e7832ace61e0c0,Intact,COC0007538,Internal,2020-08-19 10:01:14
EVD0007539,C006785,FIR,evd0007539_fir.pdf,/synthetic-evidence/C006785/evd0007539_fir.pdf,SYNTH_DOCUMENT_SYSTEM,IO0239,2023-06-10 00:49:12,1ba7c138ca8a433cd34cc2ed2f0a08bcc2c278a35310865fc26cb771198af661,1ba7c138ca8a433cd34cc2ed2f0a08bcc2c278a35310865fc26cb771198af661,Intact,COC0007539,Restricted,2023-06-10 07:41:12
EVD0007540,C000829,Report,evd0007540_report.pdf,/synthetic-evidence/C000829/evd0007540_report.pdf,SYNTH_CCTV_SYSTEM,IO0158,2022-03-31 02:47:07,6d9963fa0bde8de38ab0a11a262a1fce969c4fd414ec65ff8e6314f9f720792f,6d9963fa0bde8de38ab0a11a262a1fce969c4fd414ec65ff8e6314f9f720792f,Intact,COC0007540,Internal,2022-03-31 22:48:07
EVD0007541,C001971,VehicleRecord,evd0007541_vehiclerecord.pdf,/synthetic-evidence/C001971/evd0007541_vehiclerecord.pdf,SYNTH_CCTV_SYSTEM,IO0123,2020-03-01 10:00:51,9cce581ef3cc6a2fe3742a620e0d18829acfcd1ef8496d263d28b8cecc0c20a1,9cce581ef3cc6a2fe3742a620e0d18829acfcd1ef8496d263d28b8cecc0c20a1,Intact,COC0007541,Highly Restricted,2020-03-01 10:51:51
EVD0007542,C008682,VehicleRecord,evd0007542_vehiclerecord.pdf,/synthetic-evidence/C008682/evd0007542_vehiclerecord.pdf,SYNTH_DOCUMENT_SYSTEM,IO0142,2022-09-04 14:38:51,0a2e11b85196196e786430417f79c3cb82098cf3af90731dfaa5d31b497d562e,0a2e11b85196196e786430417f79c3cb82098cf3af90731dfaa5d31b497d562e,Intact,COC0007542,Restricted,2022-09-05 07:58:51
EVD0007543,C006628,Document,evd0007543_document.pdf,/synthetic-evidence/C006628/evd0007543_document.pdf,SYNTH_POLICE_RECORDS,IO0087,2020-09-01 10:40:59,231a97f1a1521673f5005c9993d76ef999afb1d7f44adedde062313215b44151,231a97f1a1521673f5005c9993d76ef999afb1d7f44adedde062313215b44151,Intact,COC0007543,Restricted,2020-09-01 11:42:59
EVD0007544,C000477,Report,evd0007544_report.pdf,/synthetic-evidence/C000477/evd0007544_report.pdf,SYNTH_CDR_SYSTEM,IO0340,2020-04-16 17:20:40,c4cd83d568199eb4663e7f6885807d964f7367b72c5d902a521670e01c2a89f5,c4cd83d568199eb4663e7f6885807d964f7367b72c5d902a521670e01c2a89f5,Intact,COC0007544,Internal,2020-04-17 14:01:40
EVD0007545,C009144,Image,evd0007545_image.jpg,/synthetic-evidence/C009144/evd0007545_image.jpg,SYNTH_POLICE_RECORDS,IO0157,2022-01-10 23:48:52,16946ea715501dd70f5047a2b5dd6912319dce70b48247e8e847d4016e62b8ab,16946ea715501dd70f5047a2b5dd6912319dce70b48247e8e847d4016e62b8ab,Intact,COC0007545,Restricted,2022-01-11 21:36:52
EVD0007546,C004523,Document,evd0007546_document.pdf,/synthetic-evidence/C004523/evd0007546_document.pdf,SYNTH_CDR_SYSTEM,IO0153,2025-11-09 18:56:55,e6a81beb2e50baadc9a02295c15fbc28da9a28f0fd1f1363bce974ae62707a8b,e6a81beb2e50baadc9a02295c15fbc28da9a28f0fd1f1363bce974ae62707a8b,Intact,COC0007546,Internal,2025-11-10 18:07:55
EVD0007547,C005972,FinancialRecord,evd0007547_financialrecord.csv,/synthetic-evidence/C005972/evd0007547_financialrecord.csv,SYNTH_CDR_SYSTEM,IO0196,2023-08-20 06:20:43,c1feecf0f7785d72672fcde1f308bc4596e9a0ca4837ae73dfc3241841253dd0,c1feecf0f7785d72672fcde1f308bc4596e9a0ca4837ae73dfc3241841253dd0,Intact,COC0007547,Internal,2023-08-21 04:08:43
EVD0007548,C002137,VehicleRecord,evd0007548_vehiclerecord.pdf,/synthetic-evidence/C002137/evd0007548_vehiclerecord.pdf,SYNTH_RTO_SYSTEM,IO0097,2019-01-27 12:36:16,e197f8c548b321151ebda1407016284ff8dfcedfca0c9ee3e4625a1b1d6f794a,e197f8c548b321151ebda1407016284ff8dfcedfca0c9ee3e4625a1b1d6f794a,Intact,COC0007548,Highly Restricted,2019-01-27 15:17:16
EVD0007549,C005131,Report,evd0007549_report.pdf,/synthetic-evidence/C005131/evd0007549_report.pdf,SYNTH_RTO_SYSTEM,IO0316,2025-06-27 13:29:04,f51fad5718a6cee4247744f60f8b9eff56af8cf53266426dfd03c09ac2f89e2a,f51fad5718a6cee4247744f60f8b9eff56af8cf53266426dfd03c09ac2f89e2a,Intact,COC0007549,Highly Restricted,2025-06-27 15:20:04
EVD0007550,C003470,VehicleRecord,evd0007550_vehiclerecord.pdf,/synthetic-evidence/C003470/evd0007550_vehiclerecord.pdf,SYNTH_LOCATION_SYSTEM,IO0251,2023-02-06 13:29:45,c023c1f6517e3ac85a5f7c633ac458f7b4dd3317d174ea7ddd836b64f9d8bd51,c023c1f6517e3ac85a5f7c633ac458f7b4dd3317d174ea7ddd836b64f9d8bd51,Intact,COC0007550,Highly Restricted,2023-02-07 06:32:45
EVD0007551,C003959,FinancialRecord,evd0007551_financialrecord.csv,/synthetic-evidence/C003959/evd0007551_financialrecord.csv,SYNTH_RTO_SYSTEM,IO0248,2024-09-24 11:38:10,6ca31192a24e6f68b3450fe410ce633002016aab182864541276819dc1f4630f,6ca31192a24e6f68b3450fe410ce633002016aab182864541276819dc1f4630f,Intact,COC0007551,Restricted,2024-09-25 09:30:10
EVD0007552,C008526,CCTV,evd0007552_cctv.mp4,/synthetic-evidence/C008526/evd0007552_cctv.mp4,SYNTH_DOCUMENT_SYSTEM,IO0131,2020-12-20 02:37:21,a027118c6954a338f97e40318116876d0d696cba90b926eae609eee5c4e9477a,a027118c6954a338f97e40318116876d0d696cba90b926eae609eee5c4e9477a,Intact,COC0007552,Restricted,2020-12-20 06:02:21
EVD0007553,C002300,Report,evd0007553_report.pdf,/synthetic-evidence/C002300/evd0007553_report.pdf,SYNTH_DOCUMENT_SYSTEM,IO0103,2025-06-18 23:15:07,3e440109b7f9a19a32ea298bfd6212d583c0f674725459ffc168b2368002f48e,3e440109b7f9a19a32ea298bfd6212d583c0f674725459ffc168b2368002f48e,Intact,COC0007553,Confidential,2025-06-19 16:37:07
