transaction_id,timestamp,sender_account_id,receiver_account_id,amount,currency,transaction_type,channel,merchant_id,location_id,reference_number,status,description,source
TXN0070271,2020-02-21 17:48:21,ACC002182,ACC004747,32357.77,INR,Card,Branch,MER00547,LOC004985,REF8856523066,Completed,Synthetic Card transaction,SYNTH_CARD_SYSTEM
TXN0070272,2023-12-31 15:24:55,ACC000160,ACC000270,163280.58,INR,NEFT,API,,LOC000141,REF6651968939,Completed,Synthetic NEFT transaction,SYNTH_NEFT_RTGS
TXN0070273,2021-06-06 02:29:01,ACC009687,ACC005724,7708.49,INR,UPI,Mobile,MER01006,LOC002473,REF9268964138,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0070274,2022-09-08 04:26:35,ACC003074,ACC003827,173354.84,INR,IMPS,Mobile,,LOC000842,REF3387920409,Completed,Synthetic IMPS transaction,SYNTH_UPI_SWITCH
TXN0070275,2022-08-25 10:44:34,ACC009649,ACC008925,7418.11,INR,UPI,ATM,MER00031,LOC000889,REF4260818977,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0070276,2026-07-28 18:05:09,ACC008955,ACC008167,190819.03,INR,NEFT,POS,,LOC003536,REF9519072014,Completed,Synthetic NEFT transaction,SYNTH_LEGACY_FINANCE
TXN0070277,2021-02-27 11:19:49,ACC004731,ACC001702,57390.86,INR,UPI,Branch,MER02062,LOC003317,REF4482976614,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0070278,2022-11-10 01:09:29,ACC004429,ACC005631,118210.39,INR,NEFT,Branch,,LOC003239,REF9523667043,Completed,Synthetic NEFT transaction,SYNTH_UPI_SWITCH
TXN0070279,2026-02-28 23:17:53,ACC004932,ACC006318,112402.26,INR,IMPS,Internet Banking,,LOC002863,REF2620792556,Completed,Synthetic IMPS transaction,SYNTH_NEFT_RTGS
TXN0070280,2026-02-21 10:48:39,ACC006887,ACC008583,139683.49,INR,IMPS,ATM,,LOC003101,REF5766687026,Completed,Synthetic IMPS transaction,SYNTH_NEFT_RTGS
TXN0070281,2022-12-22 03:23:46,ACC002098,ACC000686,44750.84,INR,IMPS,API,,LOC002842,REF3332198386,Completed,Synthetic IMPS transaction,SYNTH_CARD_SYSTEM
TXN0070282,2021-12-24 23:17:02,ACC005022,ACC006124,57454.33,INR,UPI,API,MER01891,LOC004475,REF1449320448,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0070283,2024-09-09 08:16:19,ACC002661,ACC003034,22271.84,INR,CashDeposit,Mobile,,LOC002424,REF9986379495,Completed,Synthetic CashDeposit transaction,SYNTH_CARD_SYSTEM
TXN0070284,2019-10-20 13:55:47,ACC009162,ACC002556,39252.04,INR,UPI,API,MER02283,LOC003279,REF7523294750,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0070285,2025-02-10 07:56:07,ACC000191,ACC002677,16403.43,INR,UPI,POS,MER00639,LOC000106,REF4161451064,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0070286,2021-11-21 22:40:38,ACC000771,ACC007056,41386.04,INR,Card,POS,MER00433,LOC000935,REF4274582632,Completed,Synthetic Card transaction,SYNTH_UPI_SWITCH
TXN0070287,2021-10-20 13:26:18,ACC007040,ACC008711,308402.01,INR,NEFT,ATM,,LOC000646,REF5979220186,Completed,Synthetic NEFT transaction,SYNTH_NEFT_RTGS
TXN0070288,2020-01-02 18:33:55,ACC001366,ACC006415,227739.00,INR,RTGS,Mobile,,LOC000447,REF2769705679,Completed,Synthetic RTGS transaction,SYNTH_LEGACY_FINANCE
TXN0070289,2024-12-04 11:46:08,ACC009294,ACC001783,34187.84,INR,Card,ATM,MER02592,LOC004236,REF7495100066,Failed,Synthetic Card transaction,SYNTH_NEFT_RTGS
TXN0070290,2024-09-03 09:09:08,ACC009491,ACC009084,1001775.72,INR,RTGS,ATM,,LOC001365,REF2022175696,Completed,Synthetic RTGS transaction,SYNTH_BANK_CORE
TXN0070291,2019-11-18 14:45:34,ACC009347,ACC006321,12235.91,INR,UPI,POS,MER01470,LOC004165,REF3772047106,Completed,Synthetic UPI transaction,SYNTH_BANK_CORE
TXN0070292,2020-01-26 13:49:12,ACC009720,ACC008263,13674.25,INR,CashWithdrawal,API,,LOC001512,REF5704689180,Completed,Synthetic CashWithdrawal transaction,SYNTH_BANK_CORE
TXN0070293,2019-12-17 02:03:43,ACC003747,ACC006694,277020.89,INR,BankTransfer,ATM,,LOC002918,REF5960664412,Completed,Synthetic BankTransfer transaction,SYNTH_LEGACY_FINANCE
TXN0070294,2024-09-23 10:05:33,ACC008986,ACC007482,2239823.97,INR,RTGS,API,,LOC003337,REF2646055501,Completed,Synthetic RTGS transaction,SYNTH_NEFT_RTGS
TXN0070295,2021-06-14 03:38:16,ACC007006,ACC006295,7878.55,INR,IMPS,Internet Banking,,LOC002715,REF2772173892,Completed,Synthetic IMPS transaction,SYNTH_CARD_SYSTEM
TXN0070296,2020-05-29 16:52:39,ACC001522,ACC007689,153163.42,INR,IMPS,Branch,,LOC003028,REF9938031009,Completed,Synthetic IMPS transaction,SYNTH_LEGACY_FINANCE
TXN0070297,2026-01-04 02:34:03,ACC003147,ACC004365,69685.94,INR,UPI,ATM,MER00880,LOC001661,REF2360060336,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0070298,2025-08-14 18:22:49,ACC004332,ACC001644,40894.91,INR,Card,ATM,MER00823,LOC001457,REF7659602578,Completed,Synthetic Card transaction,SYNTH_LEGACY_FINANCE
TXN0070299,2021-09-23 09:09:08,ACC006162,ACC007434,202573.76,INR,BankTransfer,ATM,,LOC000256,REF2980068203,Completed,Synthetic BankTransfer transaction,SYNTH_NEFT_RTGS
TXN0070300,2024-07-26 23:22:17,ACC001602,ACC004024,162634.12,INR,IMPS,API,,LOC001890,REF2024353659,Completed,Synthetic IMPS transaction,SYNTH_CARD_SYSTEM
TXN0070301,2022-06-15 02:48:56,ACC007673,ACC004498,164297.69,INR,IMPS,ATM,,LOC004952,REF1898121944,Completed,Synthetic IMPS transaction,SYNTH_UPI_SWITCH
TXN0070302,2025-12-08 16:12:33,ACC007063,ACC004557,31953.25,INR,CashWithdrawal,POS,,LOC002542,REF5362304475,Completed,Synthetic CashWithdrawal transaction,SYNTH_NEFT_RTGS
TXN0070303,2022-04-15 08:10:41,ACC008901,ACC006373,19421.02,INR,UPI,Mobile,MER01052,LOC002948,REF4812891833,Completed,Synthetic UPI transaction,SYNTH_CARD_SYSTEM
TXN0070304,2022-08-07 07:49:12,ACC009706,ACC003669,44742.66,INR,CashWithdrawal,ATM,,LOC001169,REF6411931553,Pending,Synthetic CashWithdrawal transaction,SYNTH_BANK_CORE
TXN0070305,2023-12-21 10:13:42,ACC001988,ACC006248,99535.33,INR,CashDeposit,API,,LOC001107,REF3405850450,Completed,Synthetic CashDeposit transaction,SYNTH_CARD_SYSTEM
TXN0070306,2026-05-22 00:36:35,ACC003557,ACC007024,37420.37,INR,UPI,Mobile,MER00372,LOC004326,REF4005949630,Completed,Synthetic UPI transaction,SYNTH_BANK_CORE
TXN0070307,2025-01-20 02:20:49,ACC004866,ACC008993,198019.61,INR,BankTransfer,POS,,LOC000618,REF2409244746,Completed,Synthetic BankTransfer transaction,SYNTH_UPI_SWITCH
TXN0070308,2024-08-02 06:52:08,ACC008647,ACC000952,14579.93,INR,Card,Branch,MER01943,LOC000699,REF8079183652,Completed,Synthetic Card transaction,SYNTH_LEGACY_FINANCE
TXN0070309,2026-02-23 16:07:46,ACC008847,ACC003847,39473.90,INR,Card,ATM,MER02511,LOC001350,REF3862023916,Completed,Synthetic Card transaction,SYNTH_BANK_CORE
TXN0070310,2019-07-05 17:44:34,ACC000479,ACC007506,94461.92,INR,BankTransfer,Mobile,,LOC003115,REF1469393153,Completed,Synthetic BankTransfer transaction,SYNTH_UPI_SWITCH
TXN0070311,2025-02-26 15:25:13,ACC005887,ACC007935,41122.18,INR,UPI,Internet Banking,MER01569,LOC002979,REF2509559311,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0070312,2025-10-14 11:33:30,ACC005727,ACC001591,95282.43,INR,IMPS,Mobile,,LOC004792,REF1854323221,Completed,Synthetic IMPS transaction,SYNTH_LEGACY_FINANCE
TXN0070313,2019-05-01 10:33:54,ACC006463,ACC004383,213950.70,INR,BankTransfer,Mobile,,LOC002415,REF5929113018,Completed,Synthetic BankTransfer transaction,SYNTH_LEGACY_FINANCE
TXN0070314,2023-03-03 00:05:51,ACC004106,ACC003221,52396.63,INR,CashDeposit,Branch,,LOC004463,REF2907895667,Completed,Synthetic CashDeposit transaction,SYNTH_UPI_SWITCH
TXN0070315,2025-05-17 20:12:24,ACC000354,ACC001022,10245.52,INR,BankTransfer,Internet Banking,,LOC004398,REF1656372680,Failed,Synthetic BankTransfer transaction,SYNTH_UPI_SWITCH
TXN0070316,2021-08-15 11:47:21,ACC008088,ACC004917,61686.00,INR,IMPS,Mobile,,LOC004210,REF6480269573,Completed,Synthetic IMPS transaction,SYNTH_BANK_CORE
TXN0070317,2024-11-02 01:18:15,ACC007131,ACC000487,31135.54,INR,IMPS,ATM,,LOC002721,REF4312223430,Completed,Synthetic IMPS transaction,SYNTH_BANK_CORE
TXN0070318,2019-04-01 23:14:41,ACC008977,ACC000624,74112.91,INR,NEFT,Branch,,LOC003679,REF3824246882,Pending,Synthetic NEFT transaction,SYNTH_NEFT_RTGS
TXN0070319,2019-10-27 06:56:13,ACC005759,ACC002801,45739.17,INR,UPI,POS,MER01581,LOC004575,REF4525717472,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0070320,2022-09-24 14:38:29,ACC007708,ACC000086,73983.69,INR,UPI,API,MER00022,LOC000496,REF4436517427,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0070321,2024-10-28 21:31:43,ACC008091,ACC008786,108085.45,INR,IMPS,Mobile,,LOC003191,REF9926537673,Completed,Synthetic IMPS transaction,SYNTH_BANK_CORE
TXN0070322,2022-03-01 03:43:32,ACC002251,ACC005518,487296.66,INR,NEFT,Mobile,,LOC002484,REF1090618487,Completed,Synthetic NEFT transaction,SYNTH_LEGACY_FINANCE
TXN0070323,2021-09-17 06:59:48,ACC000223,ACC005859,26290.23,INR,Card,Internet Banking,MER00719,LOC002360,REF1278668629,Completed,Synthetic Card transaction,SYNTH_BANK_CORE
TXN0070324,2022-06-09 07:32:24,ACC007620,ACC004865,246897.49,INR,BankTransfer,API,,LOC002920,REF6077660641,Completed,Synthetic BankTransfer transaction,SYNTH_UPI_SWITCH
TXN0070325,2019-05-12 17:37:12,ACC008755,ACC008989,23239.09,INR,UPI,ATM,MER01547,LOC003529,REF3854618567,Completed,Synthetic UPI transaction,SYNTH_BANK_CORE
TXN0070326,2022-08-20 21:44:05,ACC006322,ACC006581,15865.73,INR,Card,Mobile,MER02044,LOC003722,REF5428419906,Completed,Synthetic Card transaction,SYNTH_LEGACY_FINANCE
TXN0070327,2021-10-01 20:32:37,ACC002070,ACC003753,133337.92,INR,IMPS,Branch,,LOC001683,REF3258673048,Completed,Synthetic IMPS transaction,SYNTH_BANK_CORE
TXN0070328,2026-06-07 16:45:54,ACC004118,ACC005908,52743.54,INR,IMPS,API,,LOC004253,REF4036228184,Completed,Synthetic IMPS transaction,SYNTH_BANK_CORE
TXN0070329,2024-12-10 05:29:37,ACC005248,ACC005018,159430.72,INR,IMPS,Mobile,,LOC002824,REF5749453440,Completed,Synthetic IMPS transaction,SYNTH_BANK_CORE
TXN0070330,2022-10-07 14:54:40,ACC004399,ACC003903,79835.12,INR,CashWithdrawal,Mobile,,LOC003084,REF3593151050,Completed,Synthetic CashWithdrawal transaction,SYNTH_UPI_SWITCH
TXN0070331,2022-05-05 22:25:53,ACC006690,ACC006671,121176.42,INR,IMPS,ATM,,LOC003203,REF4466543136,Completed,Synthetic IMPS transaction,SYNTH_UPI_SWITCH
TXN0070332,2024-09-28 06:57:52,ACC004685,ACC001426,263821.20,INR,BankTransfer,Internet Banking,,LOC001352,REF1427807350,Completed,Synthetic BankTransfer transaction,SYNTH_UPI_SWITCH
TXN0070333,2021-04-24 18:27:38,ACC008216,ACC002526,975.03,INR,CashDeposit,Internet Banking,,LOC001296,REF1982287506,Completed,Synthetic CashDeposit transaction,SYNTH_CARD_SYSTEM
TXN0070334,2025-05-08 12:16:46,ACC006200,ACC005332,54992.62,INR,UPI,POS,MER02716,LOC003736,REF5346769093,Completed,Synthetic UPI transaction,SYNTH_CARD_SYSTEM
TXN0070335,2025-06-10 10:02:43,ACC007520,ACC000876,571399.18,INR,RTGS,POS,,LOC003374,REF5408573645,Completed,Synthetic RTGS transaction,SYNTH_LEGACY_FINANCE
TXN0070336,2023-06-29 23:18:10,ACC003216,ACC000235,2050325.29,INR,RTGS,Mobile,,LOC003427,REF8664577488,Pending,Synthetic RTGS transaction,SYNTH_LEGACY_FINANCE
TXN0070337,2026-02-06 04:53:34,ACC002105,ACC008449,76806.39,INR,IMPS,API,,LOC004015,REF3944719784,Completed,Synthetic IMPS transaction,SYNTH_NEFT_RTGS
TXN0070338,2019-06-15 18:46:26,ACC007725,ACC008334,436892.64,INR,RTGS,Mobile,,LOC000159,REF9800401650,Completed,Synthetic RTGS transaction,SYNTH_LEGACY_FINANCE
TXN0070339,2025-06-02 22:02:19,ACC000134,ACC003697,15334.40,INR,UPI,Internet Banking,MER02253,LOC000202,REF1007928379,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0070340,2022-09-12 00:22:26,ACC006363,ACC005101,1052.78,INR,UPI,ATM,MER02215,LOC002465,REF8478721593,Completed,Synthetic UPI transaction,SYNTH_CARD_SYSTEM
TXN0070341,2024-12-09 10:02:36,ACC008613,ACC003756,44427.26,INR,Card,API,MER01753,LOC001898,REF8871026305,Completed,Synthetic Card transaction,SYNTH_UPI_SWITCH
TXN0070342,2026-05-05 23:04:42,ACC004560,ACC000635,5022.03,INR,UPI,ATM,MER00721,LOC003883,REF7823589275,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0070343,2025-08-22 04:06:02,ACC000466,ACC002947,43706.31,INR,UPI,ATM,MER00680,LOC003288,REF6482988166,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0070344,2019-06-05 01:09:05,ACC007302,ACC008098,402792.95,INR,NEFT,ATM,,LOC002228,REF9465047884,Completed,Synthetic NEFT transaction,SYNTH_NEFT_RTGS
TXN0070345,2023-07-13 13:50:16,ACC003135,ACC009827,368445.73,INR,NEFT,Mobile,,LOC002464,REF9771004905,Completed,Synthetic NEFT transaction,SYNTH_LEGACY_FINANCE
TXN0070346,2021-07-19 03:40:18,ACC000799,ACC009004,76187.36,INR,CashWithdrawal,ATM,,LOC002956,REF2464494949,Failed,Synthetic CashWithdrawal transaction,SYNTH_BANK_CORE
TXN0070347,2020-06-25 14:09:38,ACC003852,ACC001860,42017.01,INR,UPI,Branch,MER00678,LOC003864,REF7944376984,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0070348,2020-03-16 00:52:06,ACC004452,ACC005737,1348366.41,INR,RTGS,API,,LOC004450,REF9977500278,Completed,Synthetic RTGS transaction,SYNTH_BANK_CORE
TXN0070349,2020-12-14 03:26:00,ACC002099,ACC001173,339021.15,INR,NEFT,Mobile,,LOC000602,REF1057265453,Completed,Synthetic NEFT transaction,SYNTH_LEGACY_FINANCE
TXN0070350,2024-07-04 15:06:19,ACC009071,ACC003970,69619.92,INR,UPI,Internet Banking,MER02508,LOC003274,REF9274420962,Completed,Synthetic UPI transaction,SYNTH_BANK_CORE
TXN0070351,2026-08-19 00:43:13,ACC008146,ACC004163,1890703.58,INR,RTGS,Mobile,,LOC000166,REF1185318451,Completed,Synthetic RTGS transaction,SYNTH_BANK_CORE
TXN0070352,2019-03-17 23:02:52,ACC004167,ACC005208,14823.65,INR,UPI,POS,MER01238,LOC004127,REF2563798035,Completed,Synthetic UPI transaction,SYNTH_CARD_SYSTEM
TXN0070353,2020-04-18 16:38:16,ACC009603,ACC004585,56895.93,INR,CashWithdrawal,POS,,LOC004350,REF6414840276,Completed,Synthetic CashWithdrawal transaction,SYNTH_NEFT_RTGS
TXN0070354,2020-08-19 14:03:04,ACC008159,ACC001475,12760.77,INR,UPI,Mobile,MER02625,LOC001526,REF8443485799,Completed,Synthetic UPI transaction,SYNTH_CARD_SYSTEM
TXN0070355,2026-07-13 22:53:55,ACC002897,ACC003498,24399.87,INR,UPI,API,MER00131,LOC004191,REF8423491838,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0070356,2020-08-22 07:50:21,ACC001482,ACC004657,176882.98,INR,NEFT,POS,,LOC001600,REF4450204736,Completed,Synthetic NEFT transaction,SYNTH_LEGACY_FINANCE
TXN0070357,2023-10-12 05:24:10,ACC006825,ACC005179,394107.72,INR,RTGS,API,,LOC003568,REF6638200219,Reversed,Synthetic RTGS transaction,SYNTH_CARD_SYSTEM
TXN0070358,2025-02-17 01:47:01,ACC000730,ACC008386,68030.54,INR,CashDeposit,ATM,,LOC002799,REF6084823006,Completed,Synthetic CashDeposit transaction,SYNTH_CARD_SYSTEM
TXN0070359,2022-10-18 04:02:17,ACC002598,ACC006751,424824.72,INR,NEFT,API,,LOC002125,REF4706314676,Completed,Synthetic NEFT transaction,SYNTH_CARD_SYSTEM
TXN0070360,2023-11-09 07:55:34,ACC006929,ACC004333,138055.77,INR,IMPS,POS,,LOC000052,REF4726256736,Completed,Synthetic IMPS transaction,SYNTH_CARD_SYSTEM
TXN0070361,2023-10-04 07:34:20,ACC006467,ACC006249,1295053.88,INR,RTGS,POS,,LOC003860,REF3013459942,Completed,Synthetic RTGS transaction,SYNTH_BANK_CORE
TXN0070362,2019-04-23 06:43:01,ACC001489,ACC006184,70476.48,INR,UPI,Mobile,MER01761,LOC002140,REF2767359793,Reversed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0070363,2021-10-07 02:51:31,ACC001702,ACC001456,1760.23,INR,UPI,Branch,MER00140,LOC003614,REF8777363249,Completed,Synthetic UPI transaction,SYNTH_CARD_SYSTEM
TXN0070364,2024-09-25 18:30:59,ACC001066,ACC003197,408420.65,INR,NEFT,API,,LOC004868,REF2302594198,Failed,Synthetic NEFT transaction,SYNTH_LEGACY_FINANCE
TXN0070365,2020-12-28 18:25:18,ACC005585,ACC007660,9392.68,INR,CashDeposit,API,,LOC002668,REF6763616515,Completed,Synthetic CashDeposit transaction,SYNTH_NEFT_RTGS
TXN0070366,2025-03-24 19:53:51,ACC007584,ACC005487,3597.18,INR,UPI,POS,MER02234,LOC003177,REF3599248144,Completed,Synthetic UPI transaction,SYNTH_BANK_CORE
TXN0070367,2026-02-20 15:29:23,ACC004164,ACC005734,77787.06,INR,BankTransfer,Branch,,LOC004152,REF7739208416,Completed,Synthetic BankTransfer transaction,SYNTH_BANK_CORE
TXN0070368,2020-01-15 05:51:18,ACC007303,ACC000844,51037.50,INR,IMPS,ATM,,LOC002578,REF5485762912,Completed,Synthetic IMPS transaction,SYNTH_LEGACY_FINANCE
TXN0070369,2024-08-16 10:36:57,ACC005763,ACC007225,14490.72,INR,Card,POS,MER01839,LOC004010,REF9491840883,Completed,Synthetic Card transaction,SYNTH_CARD_SYSTEM
TXN0070370,2024-01-03 17:29:17,ACC003255,ACC002713,99602.70,INR,CashWithdrawal,API,,LOC001806,REF7943460432,Completed,Synthetic CashWithdrawal transaction,SYNTH_UPI_SWITCH
TXN0070371,2025-03-23 02:38:21,ACC007742,ACC007456,15105.65,INR,Card,POS,MER01322,LOC001239,REF6778078941,Completed,Synthetic Card transaction,SYNTH_CARD_SYSTEM
TXN0070372,2024-08-29 10:42:36,ACC008376,ACC006214,459110.94,INR,NEFT,ATM,,LOC000627,REF7528684919,Completed,Synthetic NEFT transaction,SYNTH_NEFT_RTGS
TXN0070373,2021-11-05 02:36:22,ACC006924,ACC009024,236827.57,INR,BankTransfer,POS,,LOC003472,REF2760128975,Completed,Synthetic BankTransfer transaction,SYNTH_CARD_SYSTEM
TXN0070374,2024-12-09 11:14:07,ACC006676,ACC009274,52347.86,INR,CashDeposit,Mobile,,LOC000388,REF4076657079,Completed,Synthetic CashDeposit transaction,SYNTH_BANK_CORE
TXN0070375,2020-09-02 11:38:40,ACC000405,ACC001193,3756.48,INR,CashDeposit,Branch,,LOC003231,REF2860807100,Completed,Synthetic CashDeposit transaction,SYNTH_NEFT_RTGS
TXN0070376,2020-07-16 20:02:02,ACC009369,ACC008500,27580.23,INR,Card,ATM,MER00382,LOC000121,REF8831024077,Completed,Synthetic Card transaction,SYNTH_CARD_SYSTEM
TXN0070377,2020-12-01 02:14:56,ACC004573,ACC001394,65191.69,INR,UPI,Mobile,MER01314,LOC002866,REF9527751690,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0070378,2025-11-17 23:17:32,ACC003953,ACC009856,29438.83,INR,Card,Internet Banking,MER02642,LOC002019,REF5089593828,Completed,Synthetic Card transaction,SYNTH_CARD_SYSTEM
TXN0070379,2024-01-13 07:30:06,ACC006740,ACC002767,270069.96,INR,NEFT,ATM,,LOC003265,REF7823017348,Completed,Synthetic NEFT transaction,SYNTH_LEGACY_FINANCE
TXN0070380,2022-08-22 15:30:47,ACC004864,ACC006011,2313444.95,INR,RTGS,POS,,LOC002886,REF6157739340,Completed,Synthetic RTGS transaction,SYNTH_NEFT_RTGS
TXN0070381,2024-04-06 00:26:12,ACC005649,ACC001811,19298.13,INR,CashWithdrawal,API,,LOC003616,REF8857121220,Completed,Synthetic CashWithdrawal transaction,SYNTH_BANK_CORE
TXN0070382,2022-09-04 22:36:14,ACC005978,ACC007012,4478.38,INR,UPI,POS,MER02337,LOC002202,REF3466762049,Completed,Synthetic UPI transaction,SYNTH_BANK_CORE
TXN0070383,2024-03-28 01:57:23,ACC002177,ACC005337,68954.81,INR,UPI,Branch,MER01404,LOC000688,REF7418598672,Failed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0070384,2025-02-23 06:34:07,ACC005201,ACC009817,59101.42,INR,CashWithdrawal,Internet Banking,,LOC004844,REF6554701688,Completed,Synthetic CashWithdrawal transaction,SYNTH_UPI_SWITCH
TXN0070385,2019-04-28 21:12:29,ACC008251,ACC001575,67216.35,INR,UPI,POS,MER01976,LOC000142,REF3461362183,Completed,Synthetic UPI transaction,SYNTH_CARD_SYSTEM
TXN0070386,2026-05-11 11:30:56,ACC007891,ACC006987,44661.41,INR,UPI,Internet Banking,MER02540,LOC000364,REF1568173853,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0070387,2019-09-30 22:02:37,ACC005026,ACC003236,13418.70,INR,IMPS,Mobile,,LOC001282,REF5593879022,Completed,Synthetic IMPS transaction,SYNTH_NEFT_RTGS
TXN0070388,2020-07-18 04:24:06,ACC003718,ACC007076,18888.70,INR,UPI,Branch,MER01231,LOC003003,REF7539768716,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0070389,2020-09-19 19:22:51,ACC000298,ACC007221,17983.35,INR,Card,Internet Banking,MER00651,LOC002475,REF7624150919,Completed,Synthetic Card transaction,SYNTH_BANK_CORE
TXN0070390,2022-08-04 05:11:31,ACC005268,ACC009856,246204.88,INR,NEFT,ATM,,LOC001877,REF1695737108,Completed,Synthetic NEFT transaction,SYNTH_CARD_SYSTEM
TXN0070391,2022-08-05 08:15:55,ACC002240,ACC000657,172030.08,INR,IMPS,Internet Banking,,LOC003104,REF6670255042,Completed,Synthetic IMPS transaction,SYNTH_NEFT_RTGS
TXN0070392,2025-07-27 09:52:11,ACC003607,ACC008798,57792.28,INR,BankTransfer,POS,,LOC000810,REF2238755422,Completed,Synthetic BankTransfer transaction,SYNTH_UPI_SWITCH
TXN0070393,2023-07-12 03:55:16,ACC008446,ACC000016,57067.85,INR,UPI,Mobile,MER02485,LOC000084,REF8084368579,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0070394,2021-06-05 20:31:20,ACC004018,ACC003097,83473.64,INR,IMPS,ATM,,LOC004549,REF3139118385,Completed,Synthetic IMPS transaction,SYNTH_UPI_SWITCH
TXN0070395,2020-08-14 00:49:48,ACC000457,ACC005827,145525.36,INR,IMPS,Branch,,LOC002560,REF9084180453,Completed,Synthetic IMPS transaction,SYNTH_NEFT_RTGS
TXN0070396,2024-11-12 03:57:29,ACC009983,ACC005272,59823.29,INR,UPI,POS,MER00873,LOC003098,REF1789020713,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0070397,2026-07-12 00:06:33,ACC001579,ACC007500,504.27,INR,UPI,Branch,MER01196,LOC003781,REF5599298693,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0070398,2021-02-15 14:17:00,ACC005024,ACC000590,20551.96,INR,Card,Branch,MER02987,LOC002668,REF7214615680,Completed,Synthetic Card transaction,SYNTH_UPI_SWITCH
TXN0070399,2025-05-06 00:12:30,ACC007948,ACC006280,41716.10,INR,UPI,API,MER01941,LOC000135,REF7659811790,Reversed,Synthetic UPI transaction,SYNTH_BANK_CORE
TXN0070400,2025-03-21 15:06:26,ACC009128,ACC004681,199388.13,INR,IMPS,Branch,,LOC000703,REF3656635378,Completed,Synthetic IMPS transaction,SYNTH_LEGACY_FINANCE
TXN0070401,2019-02-24 15:46:41,ACC001130,ACC006428,91956.63,INR,CashWithdrawal,ATM,,LOC003493,REF7643692229,Completed,Synthetic CashWithdrawal transaction,SYNTH_CARD_SYSTEM
TXN0070402,2025-12-19 16:06:29,ACC003222,ACC006350,36261.23,INR,BankTransfer,ATM,,LOC002128,REF5127195930,Completed,Synthetic BankTransfer transaction,SYNTH_BANK_CORE
TXN0070403,2023-06-01 01:42:46,ACC004407,ACC002742,950805.66,INR,RTGS,ATM,,LOC001615,REF4004772096,Completed,Synthetic RTGS transaction,SYNTH_NEFT_RTGS
TXN0070404,2023-10-07 18:53:13,ACC000495,ACC000465,7720.11,INR,Card,Internet Banking,MER02740,LOC000920,REF7273797528,Completed,Synthetic Card transaction,SYNTH_BANK_CORE
TXN0070405,2022-04-05 19:03:20,ACC001865,ACC007393,40391.38,INR,IMPS,Internet Banking,,LOC001607,REF1019450294,Completed,Synthetic IMPS transaction,SYNTH_CARD_SYSTEM
TXN0070406,2025-02-09 20:18:56,ACC000944,ACC006442,11686.29,INR,UPI,Branch,MER02507,LOC003149,REF9785063863,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0070407,2019-10-12 03:12:10,ACC001391,ACC000644,432553.82,INR,NEFT,API,,LOC001848,REF4055324483,Completed,Synthetic NEFT transaction,SYNTH_BANK_CORE
TXN0070408,2024-06-26 06:35:56,ACC007557,ACC004455,113890.34,INR,IMPS,API,,LOC002123,REF6411050771,Completed,Synthetic IMPS transaction,SYNTH_CARD_SYSTEM
TXN0070409,2021-03-23 03:16:14,ACC008526,ACC001685,49706.24,INR,IMPS,Mobile,,LOC004946,REF5380038334,Pending,Synthetic IMPS transaction,SYNTH_CARD_SYSTEM
TXN0070410,2021-01-11 17:00:23,ACC006012,ACC004597,275496.15,INR,RTGS,Mobile,,LOC004993,REF4521193575,Completed,Synthetic RTGS transaction,SYNTH_UPI_SWITCH
TXN0070411,2023-02-01 18:20:58,ACC001035,ACC008250,26417.20,INR,UPI,Internet Banking,MER00766,LOC002017,REF4502129390,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0070412,2024-03-14 14:42:37,ACC007554,ACC000286,161223.70,INR,IMPS,ATM,,LOC004982,REF7224857003,Completed,Synthetic IMPS transaction,SYNTH_CARD_SYSTEM
