record_id,person_id,entity_id
R007295,P003530,E003530
R007296,P003705,E003705
R007297,P006598,E006598
R007298,P006434,E006434
R007299,P005481,E005481
R007300,P005650,E005650
R007301,P004632,E004632
R007302,P006604,E006604
R007303,P003940,E003940
R007304,P005131,E005131
R007305,P000063,E000063
R007306,P000093,E000093
R007307,P001639,E001639
R007308,P004988,E004988
R007309,P002286,E002286
R007310,P000576,E000576
R007311,P004104,E004104
R007312,P006971,E006971
R007313,P002493,E002493
R007314,P000823,E000823
R007315,P002488,E002488
R007316,P003037,E003037
R007317,P003355,E003355
R007318,P003382,E003382
R007319,P004450,E004450
R007320,P004149,E004149
R007321,P000216,E000216
R007322,P000607,E000607
R007323,P006662,E006662
R007324,P004274,E004274
R007325,P001188,E001188
R007326,P005013,E005013
R007327,P005430,E005430
R007328,P002754,E002754
R007329,P003068,E003068
R007330,P004735,E004735
R007331,P006347,E006347
R007332,P005667,E005667
R007333,P003766,E003766
R007334,P000451,E000451
R007335,P004903,E004903
R007336,P002050,E002050
R007337,P003092,E003092
R007338,P000215,E000215
R007339,P000515,E000515
R007340,P000294,E000294
R007341,P006099,E006099
R007342,P003295,E003295
R007343,P004848,E004848
R007344,P000492,E000492
R007345,P004927,E004927
R007346,P001533,E001533
R007347,P004285,E004285
R007348,P005267,E005267
R007349,P002598,E002598
R007350,P003241,E003241
R007351,P006463,E006463
R007352,P002348,E002348
R007353,P005309,E005309
R007354,P000846,E000846
R007355,P003738,E003738
R007356,P001961,E001961
R007357,P005208,E005208
R007358,P000522,E000522
R007359,P002384,E002384
R007360,P006884,E006884
R007361,P005152,E005152
R007362,P006604,E006604
R007363,P004392,E004392
R007364,P003730,E003730
R007365,P004325,E004325
R007366,P000038,E000038
R007367,P006427,E006427
R007368,P005221,E005221
R007369,P001537,E001537
R007370,P000486,E000486
R007371,P005308,E005308
R007372,P001024,E001024
R007373,P005902,E005902
R007374,P006239,E006239
R007375,P003049,E003049
R007376,P003654,E003654
R007377,P001511,E001511
R007378,P001427,E001427
R007379,P003126,E003126
R007380,P002844,E002844
R007381,P005535,E005535
R007382,P006283,E006283
R007383,P002518,E002518
R007384,P006566,E006566
R007385,P001267,E001267
R007386,P002072,E002072
R007387,P001957,E001957
R007388,P003135,E003135
R007389,P003889,E003889
R007390,P005303,E005303
R007391,P002059,E002059
R007392,P004506,E004506
R007393,P005960,E005960
R007394,P006928,E006928
R007395,P003381,E003381
R007396,P002242,E002242
R007397,P004272,E004272
R007398,P000717,E000717
R007399,P003636,E003636
R007400,P002556,E002556
R007401,P003079,E003079
R007402,P004236,E004236
R007403,P005973,E005973
R007404,P005992,E005992
R007405,P002996,E002996
R007406,P000204,E000204
R007407,P000868,E000868
R007408,P004901,E004901
R007409,P004800,E004800
R007410,P001136,E001136
R007411,P003495,E003495
R007412,P002762,E002762
R007413,P002259,E002259
R007414,P005478,E005478
R007415,P006548,E006548
R007416,P003803,E003803
R007417,P002457,E002457
R007418,P005851,E005851
R007419,P002253,E002253
R007420,P004253,E004253
R007421,P005768,E005768
R007422,P000816,E000816
R007423,P000106,E000106
R007424,P002425,E002425
R007425,P005166,E005166
R007426,P002066,E002066
R007427,P005356,E005356
R007428,P006949,E006949
R007429,P003655,E003655
R007430,P002739,E002739
R007431,P005774,E005774
R007432,P005416,E005416
R007433,P005164,E005164
R007434,P003398,E003398
R007435,P005948,E005948
R007436,P004187,E004187
R007437,P002438,E002438
R007438,P005399,E005399
R007439,P000208,E000208
R007440,P001409,E001409
R007441,P002439,E002439
R007442,P003708,E003708
R007443,P002829,E002829
R007444,P001554,E001554
R007445,P003606,E003606
R007446,P004015,E004015
R007447,P000609,E000609
R007448,P003416,E003416
R007449,P002230,E002230
R007450,P000201,E000201
R007451,P004419,E004419
R007452,P001550,E001550
R007453,P003938,E003938
R007454,P003377,E003377
R007455,P006459,E006459
R007456,P006120,E006120
R007457,P002320,E002320
R007458,P006895,E006895
R007459,P005919,E005919
R007460,P001859,E001859
R007461,P001522,E001522
R007462,P004738,E004738
R007463,P001221,E001221
R007464,P001066,E001066
R007465,P003578,E003578
R007466,P006217,E006217
R007467,P006300,E006300
R007468,P005185,E005185
R007469,P002257,E002257
R007470,P003871,E003871
R007471,P005525,E005525
R007472,P005663,E005663
R007473,P000791,E000791
R007474,P001292,E001292
R007475,P005606,E005606
R007476,P004104,E004104
R007477,P006369,E006369
R007478,P004265,E004265
R007479,P004927,E004927
R007480,P006804,E006804
R007481,P000069,E000069
R007482,P000328,E000328
R007483,P002137,E002137
R007484,P001845,E001845
R007485,P006166,E006166
R007486,P004734,E004734
R007487,P004150,E004150
R007488,P003458,E003458
R007489,P002681,E002681
R007490,P003275,E003275
R007491,P000007,E000007
R007492,P003540,E003540
R007493,P001854,E001854
R007494,P002945,E002945
R007495,P006045,E006045
R007496,P000057,E000057
R007497,P006089,E006089
R007498,P002361,E002361
R007499,P002835,E002835
R007500,P006832,E006832
R007501,P002053,E002053
R007502,P001093,E001093
R007503,P003175,E003175
R007504,P001592,E001592
R007505,P003429,E003429
R007506,P000519,E000519
R007507,P006972,E006972
R007508,P006603,E006603
R007509,P004528,E004528
R007510,P000801,E000801
R007511,P000429,E000429
R007512,P003410,E003410
R007513,P000848,E000848
R007514,P000392,E000392
R007515,P004258,E004258
R007516,P001545,E001545
R007517,P003890,E003890
R007518,P003955,E003955
R007519,P001195,E001195
R007520,P003858,E003858
R007521,P003896,E003896
R007522,P003358,E003358
R007523,P002505,E002505
R007524,P004266,E004266
R007525,P005083,E005083
R007526,P006326,E006326
R007527,P000099,E000099
R007528,P001840,E001840
R007529,P006422,E006422
R007530,P003888,E003888
R007531,P004872,E004872
R007532,P005898,E005898
R007533,P001663,E001663
R007534,P001666,E001666
R007535,P005717,E005717
R007536,P006090,E006090
R007537,P002438,E002438
R007538,P000847,E000847
R007539,P006658,E006658
R007540,P005902,E005902
R007541,P004501,E004501
R007542,P000920,E000920
R007543,P000506,E000506
R007544,P001265,E001265
R007545,P005009,E005009
R007546,P002544,E002544
R007547,P001280,E001280
R007548,P000573,E000573
R007549,P003366,E003366
R007550,P004665,E004665
R007551,P000108,E000108
R007552,P004473,E004473
R007553,P005278,E005278
R007554,P006080,E006080
R007555,P004036,E004036
R007556,P005466,E005466
R007557,P000832,E000832
R007558,P001364,E001364
R007559,P006845,E006845
R007560,P006393,E006393
R007561,P002215,E002215
R007562,P002656,E002656
R007563,P000755,E000755
R007564,P001742,E001742
R007565,P005320,E005320
R007566,P001484,E001484
R007567,P000052,E000052
R007568,P001451,E001451
R007569,P006886,E006886
R007570,P006767,E006767
R007571,P004129,E004129
R007572,P005731,E005731
R007573,P002713,E002713
R007574,P004355,E004355
R007575,P000968,E000968
R007576,P000849,E000849
R007577,P005565,E005565
R007578,P002614,E002614
R007579,P005517,E005517
R007580,P005988,E005988
R007581,P003445,E003445
R007582,P003403,E003403
R007583,P005281,E005281
R007584,P001222,E001222
R007585,P004704,E004704
R007586,P006674,E006674
R007587,P002970,E002970
R007588,P006683,E006683
R007589,P000237,E000237
R007590,P005365,E005365
R007591,P005248,E005248
R007592,P006849,E006849
R007593,P000989,E000989
R007594,P005979,E005979
R007595,P002132,E002132
R007596,P004833,E004833
R007597,P005437,E005437
R007598,P002266,E002266
R007599,P006305,E006305
R007600,P003658,E003658
R007601,P005545,E005545
R007602,P003398,E003398
R007603,P005203,E005203
R007604,P005350,E005350
R007605,P004396,E004396
R007606,P001491,E001491
R007607,P005242,E005242
R007608,P001440,E001440
R007609,P006012,E006012
R007610,P000746,E000746
R007611,P000917,E000917
R007612,P002787,E002787
R007613,P006935,E006935
R007614,P004804,E004804
R007615,P005336,E005336
R007616,P002097,E002097
R007617,P000596,E000596
R007618,P001071,E001071
R007619,P000584,E000584
R007620,P003078,E003078
R007621,P002452,E002452
R007622,P006667,E006667
R007623,P002822,E002822
R007624,P004989,E004989
R007625,P000720,E000720
R007626,P000157,E000157
R007627,P006094,E006094
R007628,P003335,E003335
R007629,P002003,E002003
R007630,P005469,E005469
R007631,P003172,E003172
R007632,P001896,E001896
R007633,P006426,E006426
R007634,P003464,E003464
R007635,P002179,E002179
R007636,P002124,E002124
R007637,P005441,E005441
R007638,P005900,E005900
R007639,P000438,E000438
R007640,P005507,E005507
R007641,P000732,E000732
R007642,P004417,E004417
R007643,P003543,E003543
R007644,P001739,E001739
R007645,P001147,E001147
R007646,P005213,E005213
R007647,P000320,E000320
R007648,P001711,E001711
R007649,P006806,E006806
R007650,P003691,E003691
R007651,P003860,E003860
R007652,P000549,E000549
R007653,P002566,E002566
R007654,P004143,E004143
R007655,P006433,E006433
R007656,P004744,E004744
R007657,P001478,E001478
R007658,P002559,E002559
R007659,P006668,E006668
R007660,P001908,E001908
R007661,P000272,E000272
R007662,P001935,E001935
R007663,P003980,E003980
R007664,P003736,E003736
R007665,P004089,E004089
R007666,P003868,E003868
R007667,P002818,E002818
R007668,P004756,E004756
R007669,P005169,E005169
R007670,P000249,E000249
R007671,P005560,E005560
R007672,P001866,E001866
R007673,P006525,E006525
R007674,P000073,E000073
R007675,P003659,E003659
R007676,P006433,E006433
R007677,P002745,E002745
R007678,P004180,E004180
R007679,P005483,E005483
R007680,P001363,E001363
R007681,P002748,E002748
R007682,P006152,E006152
R007683,P003165,E003165
R007684,P005498,E005498
R007685,P004225,E004225
R007686,P004248,E004248
R007687,P001575,E001575
R007688,P003108,E003108
R007689,P003096,E003096
R007690,P002918,E002918
R007691,P001996,E001996
R007692,P000364,E000364
R007693,P002043,E002043
R007694,P003833,E003833
R007695,P006069,E006069
R007696,P004269,E004269
R007697,P002087,E002087
R007698,P002584,E002584
R007699,P003703,E003703
R007700,P002304,E002304
R007701,P005502,E005502
R007702,P003256,E003256
R007703,P005825,E005825
R007704,P006365,E006365
R007705,P004094,E004094
R007706,P005849,E005849
R007707,P006629,E006629
R007708,P003666,E003666
R007709,P005015,E005015
R007710,P000812,E000812
R007711,P002247,E002247
R007712,P005772,E005772
R007713,P006479,E006479
R007714,P000857,E000857
R007715,P005654,E005654
R007716,P005655,E005655
R007717,P001904,E001904
R007718,P006150,E006150
R007719,P001154,E001154
R007720,P004994,E004994
R007721,P000572,E000572
R007722,P005536,E005536
R007723,P004125,E004125
R007724,P003496,E003496
R007725,P000773,E000773
R007726,P004301,E004301
R007727,P005429,E005429
R007728,P005191,E005191
R007729,P003999,E003999
R007730,P003360,E003360
R007731,P004457,E004457
R007732,P005511,E005511
R007733,P006970,E006970
R007734,P004761,E004761
R007735,P002244,E002244
R007736,P002795,E002795
R007737,P002311,E002311
R007738,P006964,E006964
R007739,P004514,E004514
R007740,P004212,E004212
R007741,P002926,E002926
R007742,P000470,E000470
R007743,P004446,E004446
R007744,P006380,E006380
R007745,P003627,E003627
R007746,P003146,E003146
R007747,P001729,E001729
R007748,P002031,E002031
R007749,P003333,E003333
R007750,P006493,E006493
R007751,P006107,E006107
R007752,P005178,E005178
R007753,P005227,E005227
R007754,P002939,E002939
R007755,P003748,E003748
R007756,P003933,E003933
R007757,P005721,E005721
R007758,P004659,E004659
R007759,P002105,E002105
R007760,P001663,E001663
R007761,P001758,E001758
R007762,P000460,E000460
R007763,P002195,E002195
R007764,P004633,E004633
R007765,P000981,E000981
R007766,P004469,E004469
R007767,P006834,E006834
R007768,P006797,E006797
R007769,P000708,E000708
R007770,P004438,E004438
R007771,P001531,E001531
R007772,P004495,E004495
R007773,P000290,E000290
R007774,P006858,E006858
R007775,P000714,E000714
R007776,P003931,E003931
R007777,P004987,E004987
R007778,P005222,E005222
R007779,P000535,E000535
R007780,P004298,E004298
R007781,P006903,E006903
R007782,P004645,E004645
R007783,P001372,E001372
R007784,P001927,E001927
R007785,P004702,E004702
R007786,P005522,E005522
R007787,P004191,E004191
R007788,P004449,E004449
R007789,P006754,E006754
R007790,P003081,E003081
R007791,P002826,E002826
R007792,P005075,E005075
R007793,P005208,E005208
R007794,P001301,E001301
R007795,P001475,E001475
R007796,P001772,E001772
R007797,P004128,E004128
R007798,P005121,E005121
R007799,P001038,E001038
R007800,P002845,E002845
R007801,P003957,E003957
R007802,P000295,E000295
R007803,P002216,E002216
R007804,P005749,E005749
R007805,P006047,E006047
R007806,P001362,E001362
R007807,P000989,E000989
R007808,P004259,E004259
R007809,P005522,E005522
R007810,P004549,E004549
R007811,P002292,E002292
R007812,P004505,E004505
R007813,P002159,E002159
R007814,P005188,E005188
R007815,P002036,E002036
R007816,P005005,E005005
R007817,P001557,E001557
R007818,P000389,E000389
R007819,P004558,E004558
R007820,P002440,E002440
R007821,P004081,E004081
R007822,P003504,E003504
R007823,P000881,E000881
R007824,P001757,E001757
R007825,P003029,E003029
R007826,P004244,E004244
R007827,P004684,E004684
R007828,P000650,E000650
R007829,P005905,E005905
R007830,P006783,E006783
R007831,P000066,E000066
R007832,P006240,E006240
R007833,P002716,E002716
R007834,P005932,E005932
R007835,P000470,E000470
R007836,P006821,E006821
R007837,P002685,E002685
R007838,P003132,E003132
R007839,P004880,E004880
R007840,P000205,E000205
R007841,P002235,E002235
R007842,P006081,E006081
R007843,P006402,E006402
R007844,P004106,E004106
R007845,P002862,E002862
R007846,P006557,E006557
R007847,P001136,E001136
R007848,P002212,E002212
R007849,P001312,E001312
R007850,P003854,E003854
R007851,P004575,E004575
R007852,P005578,E005578
R007853,P004462,E004462
R007854,P003918,E003918
R007855,P001551,E001551
R007856,P002170,E002170
R007857,P004937,E004937
R007858,P005253,E005253
R007859,P004952,E004952
R007860,P004392,E004392
R007861,P003944,E003944
R007862,P005553,E005553
R007863,P006658,E006658
R007864,P006881,E006881
R007865,P006621,E006621
R007866,P002405,E002405
R007867,P003953,E003953
R007868,P005562,E005562
R007869,P002426,E002426
R007870,P002878,E002878
R007871,P000101,E000101
R007872,P004739,E004739
R007873,P006196,E006196
R007874,P000927,E000927
R007875,P001786,E001786
R007876,P003976,E003976
R007877,P003783,E003783
R007878,P006649,E006649
R007879,P000751,E000751
R007880,P002042,E002042
R007881,P005299,E005299
R007882,P001338,E001338
R007883,P001769,E001769
R007884,P002285,E002285
R007885,P000087,E000087
R007886,P004370,E004370
R007887,P001243,E001243
R007888,P004160,E004160
R007889,P005213,E005213
R007890,P003404,E003404
R007891,P000320,E000320
R007892,P001530,E001530
R007893,P000052,E000052
R007894,P004829,E004829
R007895,P004827,E004827
R007896,P006920,E006920
R007897,P006181,E006181
R007898,P005310,E005310
R007899,P004342,E004342
R007900,P006953,E006953
R007901,P001425,E001425
R007902,P004416,E004416
R007903,P002068,E002068
R007904,P006018,E006018
R007905,P006307,E006307
R007906,P004349,E004349
R007907,P003605,E003605
R007908,P004771,E004771
R007909,P002456,E002456
R007910,P004366,E004366
R007911,P003063,E003063
R007912,P000466,E000466
R007913,P003588,E003588
R007914,P003734,E003734
R007915,P004474,E004474
R007916,P006175,E006175
R007917,P003326,E003326
R007918,P004656,E004656
R007919,P005997,E005997
R007920,P000161,E000161
R007921,P001006,E001006
R007922,P002005,E002005
R007923,P003361,E003361
R007924,P005038,E005038
R007925,P006781,E006781
R007926,P006199,E006199
R007927,P005636,E005636
R007928,P001444,E001444
R007929,P004504,E004504
R007930,P004570,E004570
R007931,P006941,E006941
R007932,P006116,E006116
R007933,P001305,E001305
R007934,P005409,E005409
R007935,P000226,E000226
R007936,P000698,E000698
R007937,P001158,E001158
R007938,P001319,E001319
R007939,P005023,E005023
R007940,P004454,E004454
R007941,P006164,E006164
R007942,P001202,E001202
R007943,P005094,E005094
R007944,P003707,E003707
R007945,P004741,E004741
R007946,P006180,E006180
R007947,P000393,E000393
R007948,P001669,E001669
R007949,P006361,E006361
R007950,P003204,E003204
R007951,P001901,E001901
R007952,P002188,E002188
R007953,P002018,E002018
R007954,P005305,E005305
R007955,P005411,E005411
R007956,P006033,E006033
R007957,P002829,E002829
R007958,P006688,E006688
R007959,P002336,E002336
R007960,P004275,E004275
R007961,P006853,E006853
R007962,P003660,E003660
R007963,P004609,E004609
R007964,P006642,E006642
R007965,P001152,E001152
R007966,P005122,E005122
R007967,P000038,E000038
R007968,P005887,E005887
R007969,P006576,E006576
R007970,P001939,E001939
R007971,P000992,E000992
R007972,P003971,E003971
R007973,P004336,E004336
R007974,P004578,E004578
R007975,P006192,E006192
R007976,P000796,E000796
R007977,P003819,E003819
R007978,P003408,E003408
R007979,P004192,E004192
R007980,P005676,E005676
R007981,P000456,E000456
R007982,P000417,E000417
R007983,P004026,E004026
R007984,P002384,E002384
R007985,P002163,E002163
R007986,P006440,E006440
R007987,P002573,E002573
R007988,P002903,E002903
R007989,P000089,E000089
R007990,P006563,E006563
R007991,P004238,E004238
R007992,P000820,E000820
R007993,P006515,E006515
R007994,P002322,E002322
R007995,P000909,E000909
R007996,P005812,E005812
R007997,P002208,E002208
R007998,P001361,E001361
R007999,P001335,E001335
R008000,P005265,E005265
R008001,P002828,E002828
R008002,P006737,E006737
R008003,P004997,E004997
R008004,P005805,E005805
R008005,P005237,E005237
R008006,P001819,E001819
R008007,P004628,E004628
R008008,P004692,E004692
R008009,P002111,E002111
R008010,P006646,E006646
R008011,P004415,E004415
R008012,P000627,E000627
R008013,P005063,E005063
R008014,P003294,E003294
R008015,P006809,E006809
R008016,P005786,E005786
R008017,P003568,E003568
R008018,P005386,E005386
R008019,P001061,E001061
R008020,P001813,E001813
R008021,P005561,E005561
R008022,P002434,E002434
R008023,P004767,E004767
R008024,P006678,E006678
R008025,P002764,E002764
R008026,P000342,E000342
R008027,P003529,E003529
R008028,P004179,E004179
R008029,P000977,E000977
R008030,P001480,E001480
R008031,P003516,E003516
R008032,P006435,E006435
R008033,P001551,E001551
R008034,P000484,E000484
R008035,P005762,E005762
R008036,P005700,E005700
R008037,P001561,E001561
R008038,P006003,E006003
R008039,P001720,E001720
R008040,P004809,E004809
R008041,P001971,E001971
R008042,P003790,E003790
R008043,P001105,E001105
R008044,P001428,E001428
R008045,P006904,E006904
R008046,P001811,E001811
R008047,P004899,E004899
R008048,P003322,E003322
R008049,P006029,E006029
R008050,P005781,E005781
R008051,P004946,E004946
R008052,P002024,E002024
R008053,P001142,E001142
R008054,P006960,E006960
R008055,P002668,E002668
R008056,P000237,E000237
R008057,P006738,E006738
R008058,P005152,E005152
R008059,P003117,E003117
R008060,P006354,E006354
R008061,P001167,E001167
R008062,P003119,E003119
R008063,P006795,E006795
R008064,P000845,E000845
R008065,P005731,E005731
R008066,P004164,E004164
R008067,P003459,E003459
R008068,P000691,E000691
R008069,P002531,E002531
R008070,P006700,E006700
R008071,P003410,E003410
R008072,P003722,E003722
R008073,P002276,E002276
R008074,P002730,E002730
R008075,P005025,E005025
R008076,P002233,E002233
R008077,P005761,E005761
R008078,P002158,E002158
R008079,P000644,E000644
R008080,P003217,E003217
R008081,P005056,E005056
R008082,P002864,E002864
R008083,P002981,E002981
R008084,P005102,E005102
R008085,P002690,E002690
R008086,P002239,E002239
R008087,P005156,E005156
R008088,P000295,E000295
R008089,P002119,E002119
R008090,P004714,E004714
R008091,P000617,E000617
R008092,P006775,E006775
R008093,P001070,E001070
R008094,P004061,E004061
R008095,P003259,E003259
R008096,P000007,E000007
R008097,P004699,E004699
R008098,P004734,E004734
R008099,P006064,E006064
R008100,P005613,E005613
R008101,P006386,E006386
R008102,P002986,E002986
R008103,P000667,E000667
R008104,P004036,E004036
R008105,P002226,E002226
R008106,P003404,E003404
R008107,P002556,E002556
R008108,P000550,E000550
R008109,P001122,E001122
R008110,P000247,E000247
R008111,P003536,E003536
R008112,P004279,E004279
R008113,P000965,E000965
R008114,P002040,E002040
R008115,P003743,E003743
R008116,P001717,E001717
R008117,P000229,E000229
R008118,P002747,E002747
R008119,P006163,E006163
R008120,P003257,E003257
R008121,P001823,E001823
R008122,P005879,E005879
R008123,P001658,E001658
R008124,P000495,E000495
R008125,P002045,E002045
R008126,P006647,E006647
R008127,P004851,E004851
R008128,P000238,E000238
R008129,P001801,E001801
R008130,P005115,E005115
R008131,P001516,E001516
R008132,P000552,E000552
R008133,P003330,E003330
R008134,P004092,E004092
R008135,P006812,E006812
R008136,P006321,E006321
R008137,P004377,E004377
R008138,P004787,E004787
R008139,P004812,E004812
R008140,P003741,E003741
R008141,P003194,E003194
R008142,P003985,E003985
R008143,P005464,E005464
R008144,P002642,E002642
R008145,P002905,E002905
R008146,P002551,E002551
R008147,P001108,E001108
R008148,P004085,E004085
R008149,P006456,E006456
R008150,P001501,E001501
R008151,P005854,E005854
R008152,P005142,E005142
R008153,P003811,E003811
R008154,P002184,E002184
R008155,P005445,E005445
R008156,P002238,E002238
R008157,P004835,E004835
R008158,P005795,E005795
R008159,P000773,E000773
R008160,P002030,E002030
R008161,P005047,E005047
R008162,P001209,E001209
R008163,P003550,E003550
R008164,P000101,E000101
R008165,P006690,E006690
R008166,P003555,E003555
R008167,P005618,E005618
R008168,P005102,E005102
R008169,P000852,E000852
R008170,P001239,E001239
R008171,P000167,E000167
R008172,P003460,E003460
R008173,P005369,E005369
R008174,P004086,E004086
R008175,P003467,E003467
R008176,P001538,E001538
R008177,P003427,E003427
R008178,P002282,E002282
R008179,P006110,E006110
R008180,P002653,E002653
R008181,P006330,E006330
R008182,P001555,E001555
R008183,P000597,E000597
R008184,P005182,E005182
R008185,P006899,E006899
R008186,P002921,E002921
R008187,P003626,E003626
R008188,P004674,E004674
R008189,P005428,E005428
R008190,P003841,E003841
R008191,P002702,E002702
R008192,P002232,E002232
R008193,P000534,E000534
R008194,P000525,E000525
R008195,P006661,E006661
R008196,P004562,E004562
R008197,P000995,E000995
R008198,P002977,E002977
R008199,P005790,E005790
R008200,P007000,E007000
R008201,P005645,E005645
R008202,P003686,E003686
R008203,P004193,E004193
R008204,P006344,E006344
R008205,P006510,E006510
R008206,P001832,E001832
R008207,P003633,E003633
R008208,P001449,E001449
R008209,P003395,E003395
R008210,P003065,E003065
R008211,P006016,E006016
R008212,P004189,E004189
R008213,P003664,E003664
R008214,P003249,E003249
R008215,P005763,E005763
R008216,P002993,E002993
R008217,P003378,E003378
R008218,P003587,E003587
R008219,P001779,E001779
R008220,P005993,E005993
R008221,P004917,E004917
R008222,P005864,E005864
R008223,P005270,E005270
R008224,P005171,E005171
R008225,P002538,E002538
R008226,P004037,E004037
R008227,P004421,E004421
R008228,P002659,E002659
R008229,P004723,E004723
R008230,P004649,E004649
R008231,P004055,E004055
R008232,P006927,E006927
R008233,P000077,E000077
R008234,P001708,E001708
R008235,P002620,E002620
R008236,P006241,E006241
R008237,P002296,E002296
R008238,P006621,E006621
R008239,P002808,E002808
R008240,P006802,E006802
R008241,P002201,E002201
R008242,P001689,E001689
R008243,P005687,E005687
R008244,P004823,E004823
R008245,P004717,E004717
R008246,P005514,E005514
R008247,P000844,E000844
R008248,P000546,E000546
R008249,P004718,E004718
R008250,P006961,E006961
R008251,P000929,E000929
R008252,P004770,E004770
R008253,P006897,E006897
R008254,P001160,E001160
R008255,P001710,E001710
R008256,P006238,E006238
R008257,P003103,E003103
R008258,P001015,E001015
R008259,P005369,E005369
R008260,P002096,E002096
R008261,P004409,E004409
R008262,P000957,E000957
R008263,P000184,E000184
R008264,P001777,E001777
R008265,P006442,E006442
R008266,P005891,E005891
R008267,P001703,E001703
R008268,P004944,E004944
R008269,P000651,E000651
R008270,P001230,E001230
R008271,P006177,E006177
R008272,P001799,E001799
R008273,P001552,E001552
R008274,P002477,E002477
R008275,P003756,E003756
R008276,P001214,E001214
R008277,P003579,E003579
R008278,P001977,E001977
R008279,P005488,E005488
R008280,P004222,E004222
R008281,P001993,E001993
R008282,P006749,E006749
R008283,P003153,E003153
R008284,P005955,E005955
R008285,P001165,E001165
R008286,P005070,E005070
R008287,P004196,E004196
R008288,P004826,E004826
R008289,P002403,E002403
R008290,P001526,E001526
R008291,P003008,E003008
R008292,P004471,E004471
R008293,P006692,E006692
R008294,P006030,E006030
R008295,P004947,E004947
R008296,P005377,E005377
R008297,P001099,E001099
R008298,P001494,E001494
R008299,P001121,E001121
R008300,P000414,E000414
R008301,P005106,E005106
R008302,P004990,E004990
R008303,P004708,E004708
R008304,P003730,E003730
R008305,P003874,E003874
R008306,P002625,E002625
R008307,P002294,E002294
R008308,P004400,E004400
R008309,P006468,E006468
R008310,P006596,E006596
R008311,P006921,E006921
R008312,P006428,E006428
R008313,P003012,E003012
R008314,P001479,E001479
R008315,P001416,E001416
R008316,P004973,E004973
R008317,P001985,E001985
R008318,P000684,E000684
R008319,P001930,E001930
R008320,P000826,E000826
R008321,P001104,E001104
R008322,P006278,E006278
R008323,P001159,E001159
R008324,P001322,E001322
R008325,P000606,E000606
R008326,P002406,E002406
R008327,P006731,E006731
R008328,P006440,E006440
R008329,P000008,E000008
R008330,P000050,E000050
R008331,P006180,E006180
R008332,P002002,E002002
R008333,P003875,E003875
R008334,P005177,E005177
R008335,P002839,E002839
R008336,P002942,E002942
R008337,P000744,E000744
R008338,P006791,E006791
R008339,P002650,E002650
R008340,P004750,E004750
R008341,P000497,E000497
R008342,P002077,E002077
R008343,P000190,E000190
R008344,P000650,E000650
R008345,P002442,E002442
R008346,P005724,E005724
R008347,P002492,E002492
R008348,P000625,E000625
R008349,P003156,E003156
R008350,P005113,E005113
R008351,P001596,E001596
R008352,P003518,E003518
R008353,P002633,E002633
R008354,P000171,E000171
R008355,P005501,E005501
R008356,P002254,E002254
R008357,P000624,E000624
R008358,P004123,E004123
R008359,P003712,E003712
R008360,P002319,E002319
R008361,P002071,E002071
R008362,P000506,E000506
R008363,P001723,E001723
R008364,P004964,E004964
R008365,P000768,E000768
R008366,P004229,E004229
R008367,P003027,E003027
R008368,P003338,E003338
R008369,P000485,E000485
R008370,P004547,E004547
R008371,P001805,E001805
R008372,P003462,E003462
R008373,P006205,E006205
R008374,P006134,E006134
R008375,P006937,E006937
R008376,P004857,E004857
R008377,P001469,E001469
R008378,P005342,E005342
R008379,P003364,E003364
R008380,P005069,E005069
R008381,P001221,E001221
R008382,P005176,E005176
R008383,P001572,E001572
R008384,P005331,E005331
R008385,P005521,E005521
R008386,P006632,E006632
R008387,P005895,E005895
R008388,P004126,E004126
R008389,P003033,E003033
R008390,P004259,E004259
R008391,P000524,E000524
R008392,P001537,E001537
R008393,P002581,E002581
R008394,P001204,E001204
R008395,P006050,E006050
R008396,P001283,E001283
R008397,P004306,E004306
R008398,P005462,E005462
R008399,P004009,E004009
R008400,P005920,E005920
R008401,P000156,E000156
R008402,P002129,E002129
R008403,P000300,E000300
R008404,P005686,E005686
R008405,P006548,E006548
R008406,P001668,E001668
R008407,P006224,E006224
R008408,P002350,E002350
R008409,P006857,E006857
R008410,P004448,E004448
R008411,P006477,E006477
R008412,P002779,E002779
R008413,P006169,E006169
R008414,P000762,E000762
R008415,P000054,E000054
R008416,P005597,E005597
R008417,P001593,E001593
R008418,P001566,E001566
R008419,P000036,E000036
R008420,P001787,E001787
R008421,P005445,E005445
R008422,P000332,E000332
R008423,P004442,E004442
R008424,P004404,E004404
R008425,P003830,E003830
R008426,P000148,E000148
R008427,P000302,E000302
R008428,P006509,E006509
R008429,P003188,E003188
R008430,P000629,E000629
R008431,P003979,E003979
R008432,P000614,E000614
R008433,P000123,E000123
R008434,P002892,E002892
R008435,P002078,E002078
R008436,P006366,E006366
R008437,P005197,E005197
R008438,P001206,E001206
R008439,P006073,E006073
R008440,P002816,E002816
R008441,P005873,E005873
R008442,P003674,E003674
R008443,P000673,E000673
R008444,P000377,E000377
R008445,P006933,E006933
R008446,P003213,E003213
R008447,P006731,E006731
R008448,P005398,E005398
R008449,P000479,E000479
R008450,P000595,E000595
R008451,P004939,E004939
R008452,P002720,E002720
R008453,P006091,E006091
R008454,P005330,E005330
R008455,P006660,E006660
R008456,P002209,E002209
R008457,P002048,E002048
R008458,P006512,E006512
R008459,P001781,E001781
